RESULT,ERROR,PROMPT,RAW_RESULT,TASK,DOMAIN_NAME,MODEL,LANGUAGE
"context CREATE::parent
if parent->isTypeOf(EObjectReference) then
  parent.elements->size() = 1
else if parent->isTypeOf(VariableReference) and parent.referencedVariable->isTypeOf(QueryVariable) and parent.referencedVariable.result->isTypeOf(EObjectReference) then
  parent.referencedVariable.result.elements->size() = 1
endif
",,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Operator {executed : EBoolean}class CREATE {}class TypeVariable {}class DELETE {}class ASSIGN {value : EJavaObject}class EObjectReference {}class Result {}class Referrable {}class PrimitiveReference {value : EJavaObject}class SET {}class VariableReference {}class MOVE {}class SPLIT {}class StructuralFeatureSet {}class MERGE {}class VAR {}class QueryVariable {}class Variable {name : EString}class QueryVariableQualifier {}class EOperationQualifier {}class EReferenceQualifier {}Operator  *--> \""result 0..1\"" ResultOperator <|-- CREATECREATE  *--> \""newInstanceVariable 1..1\"" TypeVariableCREATE  *--> \""parent 1..1\"" ReferrableCREATE  --> \""parentCompositeReference 1..1\"" EReferenceVariable <|-- TypeVariableTypeVariable  --> \""type 1..1\"" EClassTypeVariable  --> \""instance 1..1\"" EObjectOperator <|-- DELETEDELETE  *--> \""deletion 1..1\"" ReferrableOperator <|-- ASSIGNASSIGN  --> \""attribute 1..1\"" EAttributeASSIGN *--> \""attributeOwner 1..1\"" ReferrableResult <|-- EObjectReferenceReferrable <|-- EObjectReferenceEObjectReference  --> \""elements 1..*\"" EObjectResult <|-- PrimitiveReferenceOperator <|-- SETSET  --> \""reference 1..1\"" EReferenceSET  *--> \""value 1..1\"" ReferrableSET  *--> \""referenceOwner 1..1\"" ReferrableReferrable <|-- VariableReferenceVariableReference  --> \""referencedVariable 1..1\"" VariableOperator <|-- MOVEMOVE  *--> \""newParent 1..1\"" ReferrableMOVE  --> \""parentReference 1..1\"" EReferenceMOVE  *--> \""movee 1..1\"" ReferrableOperator <|-- SPLITSPLIT  *--> \""splitSets 1..*\"" StructuralFeatureSetSPLIT  *--> \""splitObject 1..1\"" ReferrableStructuralFeatureSet  --> \""structuralFeatures 1..*\"" EStructuralFeatureOperator <|-- MERGEMERGE  *--> \""mergeObjects 2..*\"" ReferrableOperator <|-- VARVAR  *--> \""variable 1..1\"" QueryVariableVariable <|-- QueryVariableQueryVariable  *--> \""queryObject 1..1\"" ReferrableQueryVariable  --> \""queryResult 1..1\"" ResultQueryVariable \""variable 1..1\"" *-- \""qualifier 1..1\"" QueryVariableQualifierQueryVariableQualifier <|-- EOperationQualifierEOperationQualifier  --> \""operation 1..1\"" EOperationQueryVariableQualifier <|-- EReferenceQualifierEReferenceQualifier  --> \""reference 1..1\"" EReference@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:The 'CREATE' context must ensure the unique parental relationship based on the following conditional structure: If the parent is an instance of EObjectReference, then it should contain exactly one element. Conversely, if the parent is an instance of VariableReference and the referenced variable is a QueryVariable whose result is an EObjectReference, then the result should also contain exactly one element. In all other circumstances not explicitly defined, the conditions should default to true.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context CREATE::parent\\nif parent->isTypeOf(EObjectReference) then\\n  parent.elements->size() = 1\\nelse if parent->isTypeOf(VariableReference) and parent.referencedVariable->isTypeOf(QueryVariable) and parent.referencedVariable.result->isTypeOf(EObjectReference) then\\n  parent.referencedVariable.result.elements->size() = 1\\nendif\\n\""}""
  }
]","{
  ""code"": ""context CREATE::parent\nif parent->isTypeOf(EObjectReference) then\n  parent.elements->size() = 1\nelse if parent->isTypeOf(VariableReference) and parent.referencedVariable->isTypeOf(QueryVariable) and parent.referencedVariable.result->isTypeOf(EObjectReference) then\n  parent.referencedVariable.result.elements->size() = 1\nendif\n""
}",4,operators,llama3.1:latest,OCL
"context s : SET
if s.referenceOwner->isTypeOf(EObjectReference) then
  self.referenceOwner.elements->size() = 1
else if s.referenceOwner->isTypeOf(VariableReference) and s.referenceOwner.referencedVariable.queryResult->isTypeOf(EObjectReference) then
  self.referenceOwner.referencedVariable.queryResult.elements->size() = 1
endif",,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Operator {executed : EBoolean}class CREATE {}class TypeVariable {}class DELETE {}class ASSIGN {value : EJavaObject}class EObjectReference {}class Result {}class Referrable {}class PrimitiveReference {value : EJavaObject}class SET {}class VariableReference {}class MOVE {}class SPLIT {}class StructuralFeatureSet {}class MERGE {}class VAR {}class QueryVariable {}class Variable {name : EString}class QueryVariableQualifier {}class EOperationQualifier {}class EReferenceQualifier {}Operator  *--> \""result 0..1\"" ResultOperator <|-- CREATECREATE  *--> \""newInstanceVariable 1..1\"" TypeVariableCREATE  *--> \""parent 1..1\"" ReferrableCREATE  --> \""parentCompositeReference 1..1\"" EReferenceVariable <|-- TypeVariableTypeVariable  --> \""type 1..1\"" EClassTypeVariable  --> \""instance 1..1\"" EObjectOperator <|-- DELETEDELETE  *--> \""deletion 1..1\"" ReferrableOperator <|-- ASSIGNASSIGN  --> \""attribute 1..1\"" EAttributeASSIGN *--> \""attributeOwner 1..1\"" ReferrableResult <|-- EObjectReferenceReferrable <|-- EObjectReferenceEObjectReference  --> \""elements 1..*\"" EObjectResult <|-- PrimitiveReferenceOperator <|-- SETSET  --> \""reference 1..1\"" EReferenceSET  *--> \""value 1..1\"" ReferrableSET  *--> \""referenceOwner 1..1\"" ReferrableReferrable <|-- VariableReferenceVariableReference  --> \""referencedVariable 1..1\"" VariableOperator <|-- MOVEMOVE  *--> \""newParent 1..1\"" ReferrableMOVE  --> \""parentReference 1..1\"" EReferenceMOVE  *--> \""movee 1..1\"" ReferrableOperator <|-- SPLITSPLIT  *--> \""splitSets 1..*\"" StructuralFeatureSetSPLIT  *--> \""splitObject 1..1\"" ReferrableStructuralFeatureSet  --> \""structuralFeatures 1..*\"" EStructuralFeatureOperator <|-- MERGEMERGE  *--> \""mergeObjects 2..*\"" ReferrableOperator <|-- VARVAR  *--> \""variable 1..1\"" QueryVariableVariable <|-- QueryVariableQueryVariable  *--> \""queryObject 1..1\"" ReferrableQueryVariable  --> \""queryResult 1..1\"" ResultQueryVariable \""variable 1..1\"" *-- \""qualifier 1..1\"" QueryVariableQualifierQueryVariableQualifier <|-- EOperationQualifierEOperationQualifier  --> \""operation 1..1\"" EOperationQueryVariableQualifier <|-- EReferenceQualifierEReferenceQualifier  --> \""reference 1..1\"" EReference@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:In the context of a SET, it should have a unique parent. This is validated by checking that if the reference owner of the set is an EObjectReference, it should contain exactly one element. Otherwise, if the reference owner is a VariableReference associated with a QueryVariable, whose query result is also an EObjectReference, then this result should also have exactly one element. In all other scenarios, the condition should automatically be satisfied.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context s : SET\\nif s.referenceOwner->isTypeOf(EObjectReference) then\\n  self.referenceOwner.elements->size() = 1\\nelse if s.referenceOwner->isTypeOf(VariableReference) and s.referenceOwner.referencedVariable.queryResult->isTypeOf(EObjectReference) then\\n  self.referenceOwner.referencedVariable.queryResult.elements->size() = 1\\nendif\""}""
  }
]","{
  ""code"": ""context s : SET\nif s.referenceOwner->isTypeOf(EObjectReference) then\n  self.referenceOwner.elements->size() = 1\nelse if s.referenceOwner->isTypeOf(VariableReference) and s.referenceOwner.referencedVariable.queryResult->isTypeOf(EObjectReference) then\n  self.referenceOwner.referencedVariable.queryResult.elements->size() = 1\nendif""
}",5,operators,llama3.1:latest,OCL
"context MOVE::newParent
if newParent.oclIsTypeOf(EObjectReference)
then
newParent.elements->size() = 1
else if newParent.oclIsTypeOf(VariableReference) and newParent.referencedVariable.oclIsTypeOf(QueryVariable) and newParent.referencedVariable.queryResult.oclIsTypeOf(EObjectReference)
then
(newParent.referencedVariable.queryResult).elements->size() = 1
endif",,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Operator {executed : EBoolean}class CREATE {}class TypeVariable {}class DELETE {}class ASSIGN {value : EJavaObject}class EObjectReference {}class Result {}class Referrable {}class PrimitiveReference {value : EJavaObject}class SET {}class VariableReference {}class MOVE {}class SPLIT {}class StructuralFeatureSet {}class MERGE {}class VAR {}class QueryVariable {}class Variable {name : EString}class QueryVariableQualifier {}class EOperationQualifier {}class EReferenceQualifier {}Operator  *--> \""result 0..1\"" ResultOperator <|-- CREATECREATE  *--> \""newInstanceVariable 1..1\"" TypeVariableCREATE  *--> \""parent 1..1\"" ReferrableCREATE  --> \""parentCompositeReference 1..1\"" EReferenceVariable <|-- TypeVariableTypeVariable  --> \""type 1..1\"" EClassTypeVariable  --> \""instance 1..1\"" EObjectOperator <|-- DELETEDELETE  *--> \""deletion 1..1\"" ReferrableOperator <|-- ASSIGNASSIGN  --> \""attribute 1..1\"" EAttributeASSIGN *--> \""attributeOwner 1..1\"" ReferrableResult <|-- EObjectReferenceReferrable <|-- EObjectReferenceEObjectReference  --> \""elements 1..*\"" EObjectResult <|-- PrimitiveReferenceOperator <|-- SETSET  --> \""reference 1..1\"" EReferenceSET  *--> \""value 1..1\"" ReferrableSET  *--> \""referenceOwner 1..1\"" ReferrableReferrable <|-- VariableReferenceVariableReference  --> \""referencedVariable 1..1\"" VariableOperator <|-- MOVEMOVE  *--> \""newParent 1..1\"" ReferrableMOVE  --> \""parentReference 1..1\"" EReferenceMOVE  *--> \""movee 1..1\"" ReferrableOperator <|-- SPLITSPLIT  *--> \""splitSets 1..*\"" StructuralFeatureSetSPLIT  *--> \""splitObject 1..1\"" ReferrableStructuralFeatureSet  --> \""structuralFeatures 1..*\"" EStructuralFeatureOperator <|-- MERGEMERGE  *--> \""mergeObjects 2..*\"" ReferrableOperator <|-- VARVAR  *--> \""variable 1..1\"" QueryVariableVariable <|-- QueryVariableQueryVariable  *--> \""queryObject 1..1\"" ReferrableQueryVariable  --> \""queryResult 1..1\"" ResultQueryVariable \""variable 1..1\"" *-- \""qualifier 1..1\"" QueryVariableQualifierQueryVariableQualifier <|-- EOperationQualifierEOperationQualifier  --> \""operation 1..1\"" EOperationQueryVariableQualifier <|-- EReferenceQualifierEReferenceQualifier  --> \""reference 1..1\"" EReference@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:In the context of a MOVE operation, if the new parent is an instance of EObjectReference, it should contain exactly one element. If the new parent is a VariableReference pointing to a QueryVariable which results in an EObjectReference, then this EObjectReference should also contain exactly one element.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context MOVE::newParent\\nif newParent.oclIsTypeOf(EObjectReference)\\nthen\\nnewParent.elements->size() = 1\\nelse if newParent.oclIsTypeOf(VariableReference) and newParent.referencedVariable.oclIsTypeOf(QueryVariable) and newParent.referencedVariable.queryResult.oclIsTypeOf(EObjectReference)\\nthen\\n(newParent.referencedVariable.queryResult).elements->size() = 1\\nendif\""}""
  }
]","{
  ""code"": ""context MOVE::newParent\nif newParent.oclIsTypeOf(EObjectReference)\nthen\nnewParent.elements->size() = 1\nelse if newParent.oclIsTypeOf(VariableReference) and newParent.referencedVariable.oclIsTypeOf(QueryVariable) and newParent.referencedVariable.queryResult.oclIsTypeOf(EObjectReference)\nthen\n(newParent.referencedVariable.queryResult).elements->size() = 1\nendif""
}",6,operators,llama3.1:latest,OCL
context Client inv: self.accounts->size() <= self.capacity,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Bank {}class Client {name : Stringcapacity : Int}class Manager {name : String}class Account {credit : Doubleoverdraft : Double}class Card {number : Doubletype : CardType}Bank *--> \""managers 0..*\"" ManagerBank  *--> \""accounts 0..*\"" AccountBank  *--> \""clients 0..*\"" ClientClient \""clients 0..*\"" -- \""manager 0..*\"" ManagerClient \""owners 0..*\"" -- \""accounts 0..*\"" AccountClient \""sponsorships 0..*\"" --> ClientAccount  --> \""cards 0..*\"" Cardenum CardType {creditdebit}@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:Every client can only have a number of accounts up to their specified capacity.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Client inv: self.accounts->size() <= self.capacity\""}""
  }
]","{
  ""code"": ""context Client inv: self.accounts->size() <= self.capacity""
}",0,bank,llama3.1:latest,OCL
context Client::accounts->size() >= 1,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Bank {}class Client {name : Stringcapacity : Int}class Manager {name : String}class Account {credit : Doubleoverdraft : Double}class Card {number : Doubletype : CardType}Bank *--> \""managers 0..*\"" ManagerBank  *--> \""accounts 0..*\"" AccountBank  *--> \""clients 0..*\"" ClientClient \""clients 0..*\"" -- \""manager 0..*\"" ManagerClient \""owners 0..*\"" -- \""accounts 0..*\"" AccountClient \""sponsorships 0..*\"" --> ClientAccount  --> \""cards 0..*\"" Cardenum CardType {creditdebit}@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A client should have at least one account.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Client::accounts->size() >= 1\""}""
  }
]","{
  ""code"": ""context Client::accounts->size() >= 1""
}",1,bank,llama3.1:latest,OCL
context Client::manager->size() >= 1,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Bank {}class Client {name : Stringcapacity : Int}class Manager {name : String}class Account {credit : Doubleoverdraft : Double}class Card {number : Doubletype : CardType}Bank *--> \""managers 0..*\"" ManagerBank  *--> \""accounts 0..*\"" AccountBank  *--> \""clients 0..*\"" ClientClient \""clients 0..*\"" -- \""manager 0..*\"" ManagerClient \""owners 0..*\"" -- \""accounts 0..*\"" AccountClient \""sponsorships 0..*\"" --> ClientAccount  --> \""cards 0..*\"" Cardenum CardType {creditdebit}@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A client must have at least one manager.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Client::manager->size() >= 1\""}""
  }
]","{
  ""code"": ""context Client::manager->size() >= 1""
}",2,bank,llama3.1:latest,OCL
context Account::credit() : Boolean = self.credit >= 0,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass Bank {}class Client {name : Stringcapacity : Int}class Manager {name : String}class Account {credit : Doubleoverdraft : Double}class Card {number : Doubletype : CardType}Bank *--> \""managers 0..*\"" ManagerBank  *--> \""accounts 0..*\"" AccountBank  *--> \""clients 0..*\"" ClientClient \""clients 0..*\"" -- \""manager 0..*\"" ManagerClient \""owners 0..*\"" -- \""accounts 0..*\"" AccountClient \""sponsorships 0..*\"" --> ClientAccount  --> \""cards 0..*\"" Cardenum CardType {creditdebit}@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:No account should have a credit balance less than zero.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Account::credit() : Boolean = self.credit >= 0\""}""
  }
]","{
  ""code"": ""context Account::credit() : Boolean = self.credit >= 0""
}",3,bank,llama3.1:latest,OCL
context RearEndCollision inv: self.crashedVehicle->size() = 2,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass CrashedVehicle {}class DeceasedPerson {}class Driver {}class LivingPerson {}class Passenger {}class Person {}class RearEndCollision {}class RoadTrafficAccident {fatalvictims : EInt}class Roadway {}class RoadwayWithAccident {}class Travel {}class Traveler {}class TravelingVehicle {}class Vehicle {}class Victim {}TravelingVehicle <|-- CrashedVehicleCrashedVehicle \""vehicles 1..*\"" -- \""accident 1..1\"" RoadTrafficAccidentCrashedVehicle \""crashedvehicle 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccidentPerson <|-- DeceasedPersonTraveler <|-- DriverPerson <|-- LivingPersonTraveler <|-- PassengerRoadTrafficAccident <|-- RearEndCollisionRoadTrafficAccident \""accident 1..1\"" -- \""victims 1..*\"" VictimRoadTrafficAccident \""roadtrafficaccident 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccidentRoadway <|-- RoadwayWithAccidentTravel \""travel 1..1\"" -- \""travelers 1..*\"" TravelerTravel \""travel 1..1\"" -- \""vehicle 1..1\"" TravelingVehiclePerson <|-- TravelerVehicle <|-- TravelingVehicleTraveler <|-- Victim@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A rear-end collision must involve exactly two vehicles.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context RearEndCollision inv: self.crashedVehicle->size() = 2\""}""
  }
]","{
  ""code"": ""context RearEndCollision inv: self.crashedVehicle->size() = 2""
}",0,roadTrafficAccident,llama3.1:latest,OCL
context TravelingVehicle::traveler->forAll(t | t.oclIsTypeOf(Driver)),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass CrashedVehicle {}class DeceasedPerson {}class Driver {}class LivingPerson {}class Passenger {}class Person {}class RearEndCollision {}class RoadTrafficAccident {fatalvictims : EInt}class Roadway {}class RoadwayWithAccident {}class Travel {}class Traveler {}class TravelingVehicle {}class Vehicle {}class Victim {}TravelingVehicle <|-- CrashedVehicleCrashedVehicle \""vehicles 1..*\"" -- \""accident 1..1\"" RoadTrafficAccidentCrashedVehicle \""crashedvehicle 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccidentPerson <|-- DeceasedPersonTraveler <|-- DriverPerson <|-- LivingPersonTraveler <|-- PassengerRoadTrafficAccident <|-- RearEndCollisionRoadTrafficAccident \""accident 1..1\"" -- \""victims 1..*\"" VictimRoadTrafficAccident \""roadtrafficaccident 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccidentRoadway <|-- RoadwayWithAccidentTravel \""travel 1..1\"" -- \""travelers 1..*\"" TravelerTravel \""travel 1..1\"" -- \""vehicle 1..1\"" TravelingVehiclePerson <|-- TravelerVehicle <|-- TravelingVehicleTraveler <|-- Victim@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A traveling vehicle should have exactly one traveler who is a driver.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context TravelingVehicle::traveler->forAll(t | t.oclIsTypeOf(Driver))\""}""
  }
]","{
  ""code"": ""context TravelingVehicle::traveler->forAll(t | t.oclIsTypeOf(Driver))""
}",1,roadTrafficAccident,llama3.1:latest,OCL
context RoadTrafficAccident inv: self.vehicles->size() = 1,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass CrashedVehicle {}class DeceasedPerson {}class Driver {}class LivingPerson {}class Passenger {}class Person {}class RearEndCollision {}class RoadTrafficAccident {fatalvictims : EInt}class Roadway {}class RoadwayWithAccident {}class Travel {}class Traveler {}class TravelingVehicle {}class Vehicle {}class Victim {}TravelingVehicle <|-- CrashedVehicleCrashedVehicle \""vehicles 1..*\"" -- \""accident 1..1\"" RoadTrafficAccidentCrashedVehicle \""crashedvehicle 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccidentPerson <|-- DeceasedPersonTraveler <|-- DriverPerson <|-- LivingPersonTraveler <|-- PassengerRoadTrafficAccident <|-- RearEndCollisionRoadTrafficAccident \""accident 1..1\"" -- \""victims 1..*\"" VictimRoadTrafficAccident \""roadtrafficaccident 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccidentRoadway <|-- RoadwayWithAccidentTravel \""travel 1..1\"" -- \""travelers 1..*\"" TravelerTravel \""travel 1..1\"" -- \""vehicle 1..1\"" TravelingVehiclePerson <|-- TravelerVehicle <|-- TravelingVehicleTraveler <|-- Victim@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A road traffic accident should involve exactly one vehicle.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context RoadTrafficAccident inv: self.vehicles->size() = 1\""}""
  }
]","{
  ""code"": ""context RoadTrafficAccident inv: self.vehicles->size() = 1""
}",2,roadTrafficAccident,llama3.1:latest,OCL
"context CrashedVehicle::crash : RoadTrafficAccident 
inv: crash->forAll(traveler | traveler->includes(victim))
",,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlclass CrashedVehicle {}class DeceasedPerson {}class Driver {}class LivingPerson {}class Passenger {}class Person {}class RearEndCollision {}class RoadTrafficAccident {fatalvictims : EInt}class Roadway {}class RoadwayWithAccident {}class Travel {}class Traveler {}class TravelingVehicle {}class Vehicle {}class Victim {}TravelingVehicle <|-- CrashedVehicleCrashedVehicle \""vehicles 1..*\"" -- \""accident 1..1\"" RoadTrafficAccidentCrashedVehicle \""crashedvehicle 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccidentPerson <|-- DeceasedPersonTraveler <|-- DriverPerson <|-- LivingPersonTraveler <|-- PassengerRoadTrafficAccident <|-- RearEndCollisionRoadTrafficAccident \""accident 1..1\"" -- \""victims 1..*\"" VictimRoadTrafficAccident \""roadtrafficaccident 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccidentRoadway <|-- RoadwayWithAccidentTravel \""travel 1..1\"" -- \""travelers 1..*\"" TravelerTravel \""travel 1..1\"" -- \""vehicle 1..1\"" TravelingVehiclePerson <|-- TravelerVehicle <|-- TravelingVehicleTraveler <|-- Victim@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:For all travelers in a crashed vehicle, each traveler must be a victim of the accident associated with that vehicle.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context CrashedVehicle::crash : RoadTrafficAccident \\ninv: crash->forAll(traveler | traveler->includes(victim))\\n\""}""
  }
]","{
  ""code"": ""context CrashedVehicle::crash : RoadTrafficAccident \ninv: crash->forAll(traveler | traveler->includes(victim))\n""
}",3,roadTrafficAccident,llama3.1:latest,OCL
context Company::ensureProjectMembersAreEmployees() : Boolean = self.projects->forAll(p | p.members->includesAll(self.employees)),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum ProjectSize{smallmediumbig}enum ProjectStatus{plannedactivefinishedsuspended}class Company {name : EString}class Worker {nickname : EStringsalary : EInt}class Project {name : EStringsize : ProjectSizestatus : ProjectStatus}class Qualification {description : EString}class Training {}Company \""company 1..1\"" -- \""projects 0..*\"" ProjectCompany \""employer 0..1\"" -- \""employees 1..*\"" WorkerWorker \""workers 0..*\"" -- \""qualifications 1..*\"" QualificationWorker \""members 0..*\"" -- \""projects 0..*\"" ProjectProject \""projects 0..*\"" -- \""requirements 1..*\"" QualificationProject \""predecessors 0..*\"" -- \""successors 0..*\"" ProjectQualification \""trained 1..*\"" -- \""trainings 0..1\"" TrainingProject <|-- Training@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A company must ensure that all members of its projects are its employees.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Company::ensureProjectMembersAreEmployees() : Boolean = self.projects->forAll(p | p.members->includesAll(self.employees))\""}""
  }
]","{
  ""code"": ""context Company::ensureProjectMembersAreEmployees() : Boolean = self.projects->forAll(p | p.members->includesAll(self.employees))""
}",0,projects,llama3.1:latest,OCL
context Worker::overloaded() : Boolean = self.project->select(p | p.status = #active and p.size = #big)->size() * 2 + self.project->select(p | p.status = #active and p.size = #medium)->size() <= 3,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::@startumlenum ProjectSize{smallmediumbig}enum ProjectStatus{plannedactivefinishedsuspended}class Company {name : EString}class Worker {nickname : EStringsalary : EInt}class Project {name : EStringsize : ProjectSizestatus : ProjectStatus}class Qualification {description : EString}class Training {}Company \""company 1..1\"" -- \""projects 0..*\"" ProjectCompany \""employer 0..1\"" -- \""employees 1..*\"" WorkerWorker \""workers 0..*\"" -- \""qualifications 1..*\"" QualificationWorker \""members 0..*\"" -- \""projects 0..*\"" ProjectProject \""projects 0..*\"" -- \""requirements 1..*\"" QualificationProject \""predecessors 0..*\"" -- \""successors 0..*\"" ProjectQualification \""trained 1..*\"" -- \""trainings 0..1\"" TrainingProject <|-- Training@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:A worker is not considered overloaded if the total composed of twice the number of large active projects plus the number of medium active projects does not exceed three.        Format the output as a JSON object with the following structure:        {            \""code\"": \""generated code for the constraint\""        }        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""context Worker::overloaded() : Boolean = self.project->select(p | p.status = #active and p.size = #big)->size() * 2 + self.project->select(p | p.status = #active and p.size = #medium)->size() <= 3\""}""
  }
]","{
  ""code"": ""context Worker::overloaded() : Boolean = self.project->select(p | p.status = #active and p.size = #big)->size() * 2 + self.project->select(p | p.status = #active and p.size = #medium)->size() <= 3""
}",1,projects,llama3.1:latest,OCL
