RESULT,ERROR,PROMPT,RAW_RESULT,TASK,DOMAIN_NAME,MODEL,LANGUAGE
context Client inv: self.accounts->size() > 0,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nclass Bank {}\nclass Client {\nname : String\ncapacity : Int\n}\nclass Manager {\nname : String\n}\nclass Account {\ncredit : Double\noverdraft : Double\n}\nclass Card {\nnumber : Double\ntype : CardType\n}\nBank *--> \""managers 0..*\"" Manager\nBank  *--> \""accounts 0..*\"" Account\nBank  *--> \""clients 0..*\"" Client\nClient \""clients 0..*\"" -- \""manager 0..*\"" Manager\nClient \""owners 0..*\"" -- \""accounts 0..*\"" Account\nClient \""sponsorships 0..*\"" --> Client\nAccount  --> \""cards 0..*\"" Card\nenum CardType {\ncredit\ndebit\n}\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nA client should have at least one account.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context Client inv: self.accounts->size() > 0\""\n}""
  }
]","{
    ""code"": ""context Client inv: self.accounts->size() > 0""
}",1,bank,Llama-3.3-70B-Instruct,OCL
context Client inv: self.manager->size() > 0,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nclass Bank {}\nclass Client {\nname : String\ncapacity : Int\n}\nclass Manager {\nname : String\n}\nclass Account {\ncredit : Double\noverdraft : Double\n}\nclass Card {\nnumber : Double\ntype : CardType\n}\nBank *--> \""managers 0..*\"" Manager\nBank  *--> \""accounts 0..*\"" Account\nBank  *--> \""clients 0..*\"" Client\nClient \""clients 0..*\"" -- \""manager 0..*\"" Manager\nClient \""owners 0..*\"" -- \""accounts 0..*\"" Account\nClient \""sponsorships 0..*\"" --> Client\nAccount  --> \""cards 0..*\"" Card\nenum CardType {\ncredit\ndebit\n}\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nA client must have at least one manager.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""context Client inv: self.manager->size() > 0\""}""
  }
]","{""code"": ""context Client inv: self.manager->size() > 0""}",2,bank,Llama-3.3-70B-Instruct,OCL
context Account inv: self.credit >= 0,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nclass Bank {}\nclass Client {\nname : String\ncapacity : Int\n}\nclass Manager {\nname : String\n}\nclass Account {\ncredit : Double\noverdraft : Double\n}\nclass Card {\nnumber : Double\ntype : CardType\n}\nBank *--> \""managers 0..*\"" Manager\nBank  *--> \""accounts 0..*\"" Account\nBank  *--> \""clients 0..*\"" Client\nClient \""clients 0..*\"" -- \""manager 0..*\"" Manager\nClient \""owners 0..*\"" -- \""accounts 0..*\"" Account\nClient \""sponsorships 0..*\"" --> Client\nAccount  --> \""cards 0..*\"" Card\nenum CardType {\ncredit\ndebit\n}\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nNo account should have a credit balance less than zero.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context Account inv: self.credit >= 0\""\n}""
  }
]","{
    ""code"": ""context Account inv: self.credit >= 0""
}",3,bank,Llama-3.3-70B-Instruct,OCL
context RearEndCollision inv: self.roadtrafficaccident->collect(crashedvehicle)->size() = 2,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\n\nclass CrashedVehicle {\n\n}\nclass DeceasedPerson {\n\n}\nclass Driver {\n\n}\nclass LivingPerson {\n\n}\nclass Passenger {\n\n}\nclass Person {\n\n}\nclass RearEndCollision {\n\n}\nclass RoadTrafficAccident {\nfatalvictims : EInt\n}\nclass Roadway {\n\n}\nclass RoadwayWithAccident {\n\n}\nclass Travel {\n\n}\nclass Traveler {\n\n}\nclass TravelingVehicle {\n\n}\nclass Vehicle {\n\n}\nclass Victim {\n\n}\nTravelingVehicle <|-- CrashedVehicle\nCrashedVehicle \""vehicles 1..*\"" -- \""accident 1..1\"" RoadTrafficAccident\nCrashedVehicle \""crashedvehicle 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccident\nPerson <|-- DeceasedPerson\nTraveler <|-- Driver\nPerson <|-- LivingPerson\nTraveler <|-- Passenger\nRoadTrafficAccident <|-- RearEndCollision\nRoadTrafficAccident \""accident 1..1\"" -- \""victims 1..*\"" Victim\nRoadTrafficAccident \""roadtrafficaccident 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccident\nRoadway <|-- RoadwayWithAccident\nTravel \""travel 1..1\"" -- \""travelers 1..*\"" Traveler\nTravel \""travel 1..1\"" -- \""vehicle 1..1\"" TravelingVehicle\nPerson <|-- Traveler\nVehicle <|-- TravelingVehicle\nTraveler <|-- Victim\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nA rear-end collision must involve exactly two vehicles.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context RearEndCollision inv: self.roadtrafficaccident->collect(crashedvehicle)->size() = 2\""\n}""
  }
]","{
    ""code"": ""context RearEndCollision inv: self.roadtrafficaccident->collect(crashedvehicle)->size() = 2""
}",0,roadTrafficAccident,Llama-3.3-70B-Instruct,OCL
context TravelingVehicle inv: self.travel->forAll(t | t.oclIsTypeOf(Driver) = true) and self.travel->select(t | t.oclIsTypeOf(Driver))->size() = 1,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\n\nclass CrashedVehicle {\n\n}\nclass DeceasedPerson {\n\n}\nclass Driver {\n\n}\nclass LivingPerson {\n\n}\nclass Passenger {\n\n}\nclass Person {\n\n}\nclass RearEndCollision {\n\n}\nclass RoadTrafficAccident {\nfatalvictims : EInt\n}\nclass Roadway {\n\n}\nclass RoadwayWithAccident {\n\n}\nclass Travel {\n\n}\nclass Traveler {\n\n}\nclass TravelingVehicle {\n\n}\nclass Vehicle {\n\n}\nclass Victim {\n\n}\nTravelingVehicle <|-- CrashedVehicle\nCrashedVehicle \""vehicles 1..*\"" -- \""accident 1..1\"" RoadTrafficAccident\nCrashedVehicle \""crashedvehicle 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccident\nPerson <|-- DeceasedPerson\nTraveler <|-- Driver\nPerson <|-- LivingPerson\nTraveler <|-- Passenger\nRoadTrafficAccident <|-- RearEndCollision\nRoadTrafficAccident \""accident 1..1\"" -- \""victims 1..*\"" Victim\nRoadTrafficAccident \""roadtrafficaccident 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccident\nRoadway <|-- RoadwayWithAccident\nTravel \""travel 1..1\"" -- \""travelers 1..*\"" Traveler\nTravel \""travel 1..1\"" -- \""vehicle 1..1\"" TravelingVehicle\nPerson <|-- Traveler\nVehicle <|-- TravelingVehicle\nTraveler <|-- Victim\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nA traveling vehicle should have exactly one traveler who is a driver.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context TravelingVehicle inv: self.travel->forAll(t | t.oclIsTypeOf(Driver) = true) and self.travel->select(t | t.oclIsTypeOf(Driver))->size() = 1\""\n}""
  }
]","{
    ""code"": ""context TravelingVehicle inv: self.travel->forAll(t | t.oclIsTypeOf(Driver) = true) and self.travel->select(t | t.oclIsTypeOf(Driver))->size() = 1""
}",1,roadTrafficAccident,Llama-3.3-70B-Instruct,OCL
context RoadTrafficAccident inv: self.crashedvehicle->size() = 1,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\n\nclass CrashedVehicle {\n\n}\nclass DeceasedPerson {\n\n}\nclass Driver {\n\n}\nclass LivingPerson {\n\n}\nclass Passenger {\n\n}\nclass Person {\n\n}\nclass RearEndCollision {\n\n}\nclass RoadTrafficAccident {\nfatalvictims : EInt\n}\nclass Roadway {\n\n}\nclass RoadwayWithAccident {\n\n}\nclass Travel {\n\n}\nclass Traveler {\n\n}\nclass TravelingVehicle {\n\n}\nclass Vehicle {\n\n}\nclass Victim {\n\n}\nTravelingVehicle <|-- CrashedVehicle\nCrashedVehicle \""vehicles 1..*\"" -- \""accident 1..1\"" RoadTrafficAccident\nCrashedVehicle \""crashedvehicle 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccident\nPerson <|-- DeceasedPerson\nTraveler <|-- Driver\nPerson <|-- LivingPerson\nTraveler <|-- Passenger\nRoadTrafficAccident <|-- RearEndCollision\nRoadTrafficAccident \""accident 1..1\"" -- \""victims 1..*\"" Victim\nRoadTrafficAccident \""roadtrafficaccident 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccident\nRoadway <|-- RoadwayWithAccident\nTravel \""travel 1..1\"" -- \""travelers 1..*\"" Traveler\nTravel \""travel 1..1\"" -- \""vehicle 1..1\"" TravelingVehicle\nPerson <|-- Traveler\nVehicle <|-- TravelingVehicle\nTraveler <|-- Victim\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nA road traffic accident should involve exactly one vehicle.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""context RoadTrafficAccident inv: self.crashedvehicle->size() = 1\""}""
  }
]","{""code"": ""context RoadTrafficAccident inv: self.crashedvehicle->size() = 1""}",2,roadTrafficAccident,Llama-3.3-70B-Instruct,OCL
context CrashedVehicle inv: self.travelers->forAll(t | self.roadTrafficAccident.victims->includes(t)),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\n\nclass CrashedVehicle {\n\n}\nclass DeceasedPerson {\n\n}\nclass Driver {\n\n}\nclass LivingPerson {\n\n}\nclass Passenger {\n\n}\nclass Person {\n\n}\nclass RearEndCollision {\n\n}\nclass RoadTrafficAccident {\nfatalvictims : EInt\n}\nclass Roadway {\n\n}\nclass RoadwayWithAccident {\n\n}\nclass Travel {\n\n}\nclass Traveler {\n\n}\nclass TravelingVehicle {\n\n}\nclass Vehicle {\n\n}\nclass Victim {\n\n}\nTravelingVehicle <|-- CrashedVehicle\nCrashedVehicle \""vehicles 1..*\"" -- \""accident 1..1\"" RoadTrafficAccident\nCrashedVehicle \""crashedvehicle 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccident\nPerson <|-- DeceasedPerson\nTraveler <|-- Driver\nPerson <|-- LivingPerson\nTraveler <|-- Passenger\nRoadTrafficAccident <|-- RearEndCollision\nRoadTrafficAccident \""accident 1..1\"" -- \""victims 1..*\"" Victim\nRoadTrafficAccident \""roadtrafficaccident 1..*\"" -- \""roadwaywithaccident 1..1\"" RoadwayWithAccident\nRoadway <|-- RoadwayWithAccident\nTravel \""travel 1..1\"" -- \""travelers 1..*\"" Traveler\nTravel \""travel 1..1\"" -- \""vehicle 1..1\"" TravelingVehicle\nPerson <|-- Traveler\nVehicle <|-- TravelingVehicle\nTraveler <|-- Victim\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nFor all travelers in a crashed vehicle, each traveler must be a victim of the accident associated with that vehicle.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context CrashedVehicle inv: self.travelers->forAll(t | self.roadTrafficAccident.victims->includes(t))\""\n}""
  }
]","{
    ""code"": ""context CrashedVehicle inv: self.travelers->forAll(t | self.roadTrafficAccident.victims->includes(t))""
}",3,roadTrafficAccident,Llama-3.3-70B-Instruct,OCL
context Company inv: self.projects->forAll(p | p.members->forAll(m | self.employees->includes(m))),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nenum ProjectSize{\nsmall\nmedium\nbig\n}\nenum ProjectStatus{\nplanned\nactive\nfinished\nsuspended\n}\nclass Company {\nname : EString\n}\nclass Worker {\nnickname : EString\nsalary : EInt\n}\nclass Project {\nname : EString\nsize : ProjectSize\nstatus : ProjectStatus\n}\nclass Qualification {\ndescription : EString\n}\nclass Training {\n\n}\nCompany \""company 1..1\"" -- \""projects 0..*\"" Project\nCompany \""employer 0..1\"" -- \""employees 1..*\"" Worker\nWorker \""workers 0..*\"" -- \""qualifications 1..*\"" Qualification\nWorker \""members 0..*\"" -- \""projects 0..*\"" Project\nProject \""projects 0..*\"" -- \""requirements 1..*\"" Qualification\nProject \""predecessors 0..*\"" -- \""successors 0..*\"" Project\nQualification \""trained 1..*\"" -- \""trainings 0..1\"" Training\nProject <|-- Training\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nA company must ensure that all members of its projects are its employees.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context Company inv: self.projects->forAll(p | p.members->forAll(m | self.employees->includes(m)))\""\n}""
  }
]","{
    ""code"": ""context Company inv: self.projects->forAll(p | p.members->forAll(m | self.employees->includes(m)))""
}",0,projects,Llama-3.3-70B-Instruct,OCL
context Worker inv: self.projects->select(p | p.status = ProjectStatus::active and (p.size = ProjectSize::big or p.size = ProjectSize::medium))->size() <= 3 and self.projects->select(p | p.status = ProjectStatus::active and p.size = ProjectSize::big)->size() * 2 + self.projects->select(p | p.status = ProjectStatus::active and p.size = ProjectSize::medium)->size() <= 3,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nenum ProjectSize{\nsmall\nmedium\nbig\n}\nenum ProjectStatus{\nplanned\nactive\nfinished\nsuspended\n}\nclass Company {\nname : EString\n}\nclass Worker {\nnickname : EString\nsalary : EInt\n}\nclass Project {\nname : EString\nsize : ProjectSize\nstatus : ProjectStatus\n}\nclass Qualification {\ndescription : EString\n}\nclass Training {\n\n}\nCompany \""company 1..1\"" -- \""projects 0..*\"" Project\nCompany \""employer 0..1\"" -- \""employees 1..*\"" Worker\nWorker \""workers 0..*\"" -- \""qualifications 1..*\"" Qualification\nWorker \""members 0..*\"" -- \""projects 0..*\"" Project\nProject \""projects 0..*\"" -- \""requirements 1..*\"" Qualification\nProject \""predecessors 0..*\"" -- \""successors 0..*\"" Project\nQualification \""trained 1..*\"" -- \""trainings 0..1\"" Training\nProject <|-- Training\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nA worker is not considered overloaded if the total composed of twice the number of large active projects plus the number of medium active projects does not exceed three.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context Worker inv: self.projects->select(p | p.status = ProjectStatus::active and (p.size = ProjectSize::big or p.size = ProjectSize::medium))->size() <= 3 and self.projects->select(p | p.status = ProjectStatus::active and p.size = ProjectSize::big)->size() * 2 + self.projects->select(p | p.status = ProjectStatus::active and p.size = ProjectSize::medium)->size() <= 3\""\n}""
  }
]","{
    ""code"": ""context Worker inv: self.projects->select(p | p.status = ProjectStatus::active and (p.size = ProjectSize::big or p.size = ProjectSize::medium))->size() <= 3 and self.projects->select(p | p.status = ProjectStatus::active and p.size = ProjectSize::big)->size() * 2 + self.projects->select(p | p.status = ProjectStatus::active and p.size = ProjectSize::medium)->size() <= 3""
}",1,projects,Llama-3.3-70B-Instruct,OCL
Project.allInstances()->forAll(p | p.status = ProjectStatus::active implies p.requirements->forAll(r | p.members->exists(m | m.qualifications->includes(r)))),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nenum ProjectSize{\nsmall\nmedium\nbig\n}\nenum ProjectStatus{\nplanned\nactive\nfinished\nsuspended\n}\nclass Company {\nname : EString\n}\nclass Worker {\nnickname : EString\nsalary : EInt\n}\nclass Project {\nname : EString\nsize : ProjectSize\nstatus : ProjectStatus\n}\nclass Qualification {\ndescription : EString\n}\nclass Training {\n\n}\nCompany \""company 1..1\"" -- \""projects 0..*\"" Project\nCompany \""employer 0..1\"" -- \""employees 1..*\"" Worker\nWorker \""workers 0..*\"" -- \""qualifications 1..*\"" Qualification\nWorker \""members 0..*\"" -- \""projects 0..*\"" Project\nProject \""projects 0..*\"" -- \""requirements 1..*\"" Qualification\nProject \""predecessors 0..*\"" -- \""successors 0..*\"" Project\nQualification \""trained 1..*\"" -- \""trainings 0..1\"" Training\nProject <|-- Training\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nFor an active project, all required qualifications must be met by the qualifications of at least one member of the project.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""Project.allInstances()->forAll(p | p.status = ProjectStatus::active implies p.requirements->forAll(r | p.members->exists(m | m.qualifications->includes(r))))\""\n}""
  }
]","{
    ""code"": ""Project.allInstances()->forAll(p | p.status = ProjectStatus::active implies p.requirements->forAll(r | p.members->exists(m | m.qualifications->includes(r))))""
}",2,projects,Llama-3.3-70B-Instruct,OCL
"context ConfigConstraint inv: self.Config->forAll(f1, f2 | f1.name = f2.name implies f1 = f2)",,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nenum kind{\noptional\nmandatory\n}\nenum Type{\nrequire\nexclude\n}\nclass FeatureModel {\n\n}\nclass RootFeature {\n\n}\nclass Constraint {\n\n}\nclass FeatureConstraint {\ntype : Type\n}\nclass Feature {\nid : EInt\nname : EString\n}\nclass ConfigConstraint {\nkind : kind\n}\nclass And {\n\n}\nclass Or {\n\n}\nclass Xor {\n\n}\nFeatureModel  *--> \""RootFeature 1..1\"" RootFeature\nFeatureModel  *--> \""FConst 0..*\"" FeatureConstraint\nRootFeature  *--> \""ConfConst 1..*\"" ConfigConstraint\nConstraint <|-- FeatureConstraint\nFeatureConstraint  --> \""Features 2..*\"" Feature\nFeature \""ConfFeatures 0..*\"" --* \""Config 1..1\"" ConfigConstraint\nConstraint <|-- ConfigConstraint\nConfigConstraint <|-- And\nConfigConstraint <|-- Or\nConfigConstraint <|-- Xor\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nAll configuration features within a ConfigConstraint context should have unique names.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context ConfigConstraint inv: self.Config->forAll(f1, f2 | f1.name = f2.name implies f1 = f2)\""\n}""
  }
]","{
    ""code"": ""context ConfigConstraint inv: self.Config->forAll(f1, f2 | f1.name = f2.name implies f1 = f2)""
}",0,featureModel,Llama-3.3-70B-Instruct,OCL
context Feature inv: id >= 0,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nenum kind{\noptional\nmandatory\n}\nenum Type{\nrequire\nexclude\n}\nclass FeatureModel {\n\n}\nclass RootFeature {\n\n}\nclass Constraint {\n\n}\nclass FeatureConstraint {\ntype : Type\n}\nclass Feature {\nid : EInt\nname : EString\n}\nclass ConfigConstraint {\nkind : kind\n}\nclass And {\n\n}\nclass Or {\n\n}\nclass Xor {\n\n}\nFeatureModel  *--> \""RootFeature 1..1\"" RootFeature\nFeatureModel  *--> \""FConst 0..*\"" FeatureConstraint\nRootFeature  *--> \""ConfConst 1..*\"" ConfigConstraint\nConstraint <|-- FeatureConstraint\nFeatureConstraint  --> \""Features 2..*\"" Feature\nFeature \""ConfFeatures 0..*\"" --* \""Config 1..1\"" ConfigConstraint\nConstraint <|-- ConfigConstraint\nConfigConstraint <|-- And\nConfigConstraint <|-- Or\nConfigConstraint <|-- Xor\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nThe identifier (id) of a feature must be a non-negative integer.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context Feature inv: id >= 0\""\n}""
  }
]","{
    ""code"": ""context Feature inv: id >= 0""
}",1,featureModel,Llama-3.3-70B-Instruct,OCL
context Process inv: self.warningSeverity = false,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nenum WorkSequenceType{\nstartToStart\nfinishToStart\nstartToFinish\nfinishToFinish\n}\nclass Process {\nname : EString\n}\nclass ProcessElement {\n\n}\nclass WorkDefinition {\nname : EString\n}\nclass WorkSequence {\nlinkType : WorkSequenceType\n}\nclass Guidance {\ntext : EString\n}\nclass Resource {\ntype : EString\noccurence : EInt\n}\nclass ResourceUtilise {\noccurenceutilise : EInt\n}\nProcess  *--> \""processElements 0..*\"" ProcessElement\nProcessElement  --> \""process 1..1\"" Process\nProcessElement <|-- WorkDefinition\nWorkDefinition \""linksToPredecessors 0..*\"" -- \""successor 1..1\"" WorkSequence\nWorkDefinition \""linksToSuccessors 0..*\"" -- \""predecessor 1..1\"" WorkSequence\nWorkDefinition  *--> \""resource_utilise 0..*\"" ResourceUtilise\nProcessElement <|-- WorkSequence\nProcessElement <|-- Guidance\nGuidance  --> \""element 0..*\"" ProcessElement\nProcessElement <|-- Resource\nResource \""resource 1..1\"" -- \""resource_utilise 0..*\"" ResourceUtilise\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nThe warning severity for a process should be false.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context Process inv: self.warningSeverity = false\""\n}""
  }
]","{
    ""code"": ""context Process inv: self.warningSeverity = false""
}",0,simplePDL,Llama-3.3-70B-Instruct,OCL
context Process inv: self.processElements->forAll(pe | not pe.oclIsTypeOf(WorkSequence)) or self.name->includes('withMessage'),,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nenum WorkSequenceType{\nstartToStart\nfinishToStart\nstartToFinish\nfinishToFinish\n}\nclass Process {\nname : EString\n}\nclass ProcessElement {\n\n}\nclass WorkDefinition {\nname : EString\n}\nclass WorkSequence {\nlinkType : WorkSequenceType\n}\nclass Guidance {\ntext : EString\n}\nclass Resource {\ntype : EString\noccurence : EInt\n}\nclass ResourceUtilise {\noccurenceutilise : EInt\n}\nProcess  *--> \""processElements 0..*\"" ProcessElement\nProcessElement  --> \""process 1..1\"" Process\nProcessElement <|-- WorkDefinition\nWorkDefinition \""linksToPredecessors 0..*\"" -- \""successor 1..1\"" WorkSequence\nWorkDefinition \""linksToSuccessors 0..*\"" -- \""predecessor 1..1\"" WorkSequence\nWorkDefinition  *--> \""resource_utilise 0..*\"" ResourceUtilise\nProcessElement <|-- WorkSequence\nProcessElement <|-- Guidance\nGuidance  --> \""element 0..*\"" ProcessElement\nProcessElement <|-- Resource\nResource \""resource 1..1\"" -- \""resource_utilise 0..*\"" ResourceUtilise\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nIt is specified that the message 'Explicit message in process ' followed by the process's name and ' (withMessage)' should indicate the condition is always false.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context Process inv: self.processElements->forAll(pe | not pe.oclIsTypeOf(WorkSequence)) or self.name->includes('withMessage')\""\n}""
  }
]","{
    ""code"": ""context Process inv: self.processElements->forAll(pe | not pe.oclIsTypeOf(WorkSequence)) or self.name->includes('withMessage')""
}",1,simplePDL,Llama-3.3-70B-Instruct,OCL
context Process inv: self.errorSeverity = null,,"[
  {
    ""role"": ""user"",
    ""content"": ""Below is the domain model described in PlantUML::\n@startuml\nenum WorkSequenceType{\nstartToStart\nfinishToStart\nstartToFinish\nfinishToFinish\n}\nclass Process {\nname : EString\n}\nclass ProcessElement {\n\n}\nclass WorkDefinition {\nname : EString\n}\nclass WorkSequence {\nlinkType : WorkSequenceType\n}\nclass Guidance {\ntext : EString\n}\nclass Resource {\ntype : EString\noccurence : EInt\n}\nclass ResourceUtilise {\noccurenceutilise : EInt\n}\nProcess  *--> \""processElements 0..*\"" ProcessElement\nProcessElement  --> \""process 1..1\"" Process\nProcessElement <|-- WorkDefinition\nWorkDefinition \""linksToPredecessors 0..*\"" -- \""successor 1..1\"" WorkSequence\nWorkDefinition \""linksToSuccessors 0..*\"" -- \""predecessor 1..1\"" WorkSequence\nWorkDefinition  *--> \""resource_utilise 0..*\"" ResourceUtilise\nProcessElement <|-- WorkSequence\nProcessElement <|-- Guidance\nGuidance  --> \""element 0..*\"" ProcessElement\nProcessElement <|-- Resource\nResource \""resource 1..1\"" -- \""resource_utilise 0..*\"" ResourceUtilise\n@enduml""
  },
  {
    ""role"": ""user"",
    ""content"": ""Code this constraint in OCL:\nThe error severity in a process should be null.\n        Format the output as a JSON object with the following structure:\n        {\n            \""code\"": \""generated code for the constraint\""\n        }\n\n\n        Do not include explanations, examples, or usage demonstrations. Only provide the JSON array.\n        ""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\n    \""code\"": \""context Process inv: self.errorSeverity = null\""\n}""
  }
]","{
    ""code"": ""context Process inv: self.errorSeverity = null""
}",2,simplePDL,Llama-3.3-70B-Instruct,OCL
