code,cprompt,crawresp,task_id,text,model
"def have_opposite_sign(num1: int, num2: int) -> bool:
    return (num1 < 0 < num2) or (num2 < 0 < num1)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to check whether the given two integers have opposite sign or not.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def have_opposite_sign(num1: int, num2: int) -> bool:\\n    return (num1 < 0 < num2) or (num2 < 0 < num1)\""}""
  }
]","{""code"":""def have_opposite_sign(num1: int, num2: int) -> bool:\n    return (num1 < 0 < num2) or (num2 < 0 < num1)""}",58,Write a python function to check whether the given two integers have opposite sign or not.,gpt-4o-mini
"def nth_octagonal_number(n: int) -> int:
    if n < 1:
        raise ValueError(""n must be a positive integer."")
    return n * (3 * n - 2)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the nth octagonal number.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def nth_octagonal_number(n: int) -> int:\\n    if n < 1:\\n        raise ValueError(\\\""n must be a positive integer.\\\"")\\n    return n * (3 * n - 2)\""}""
  }
]","{""code"":""def nth_octagonal_number(n: int) -> int:\n    if n < 1:\n        raise ValueError(\""n must be a positive integer.\"")\n    return n * (3 * n - 2)""}",59,Write a function to find the nth octagonal number.,gpt-4o-mini
"def count_substrings_with_digit_sum_equal_length(s: str) -> int:
    count = 0
    n = len(s)
    for i in range(n):
        digit_sum = 0
        for j in range(i, n):
            digit_sum += int(s[j])
            substring_length = j - i + 1
            if digit_sum == substring_length:
                count += 1
    return count","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to count the number of substrings with the sum of digits equal to their length.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def count_substrings_with_digit_sum_equal_length(s: str) -> int:\\n    count = 0\\n    n = len(s)\\n    for i in range(n):\\n        digit_sum = 0\\n        for j in range(i, n):\\n            digit_sum += int(s[j])\\n            substring_length = j - i + 1\\n            if digit_sum == substring_length:\\n                count += 1\\n    return count\""}""
  }
]","{""code"":""def count_substrings_with_digit_sum_equal_length(s: str) -> int:\n    count = 0\n    n = len(s)\n    for i in range(n):\n        digit_sum = 0\n        for j in range(i, n):\n            digit_sum += int(s[j])\n            substring_length = j - i + 1\n            if digit_sum == substring_length:\n                count += 1\n    return count""}",61,Write a python function to count the number of substrings with the sum of digits equal to their length.,gpt-4o-mini
"def find_smallest_number(numbers):
    if not numbers:
        raise ValueError(""The list cannot be empty."")
    smallest = numbers[0]
    for num in numbers:
        if num < smallest:
            smallest = num
    return smallest","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to find smallest number in a list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def find_smallest_number(numbers):\\n    if not numbers:\\n        raise ValueError(\\\""The list cannot be empty.\\\"")\\n    smallest = numbers[0]\\n    for num in numbers:\\n        if num < smallest:\\n            smallest = num\\n    return smallest\""}""
  }
]","{""code"":""def find_smallest_number(numbers):\n    if not numbers:\n        raise ValueError(\""The list cannot be empty.\"")\n    smallest = numbers[0]\n    for num in numbers:\n        if num < smallest:\n            smallest = num\n    return smallest""}",62,Write a python function to find smallest number in a list.,gpt-4o-mini
"def max_difference(pairs):
    if not pairs or len(pairs) < 2:
        return 0

    max_diff = 0
    for (a1, b1), (a2, b2) in combinations(pairs, 2):
        diff = abs((a1 + b1) - (a2 + b2))
        max_diff = max(max_diff, diff)

    return max_diff","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the maximum difference between available pairs in the given tuple list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def max_difference(pairs):\\n    if not pairs or len(pairs) < 2:\\n        return 0\\n\\n    max_diff = 0\\n    for (a1, b1), (a2, b2) in combinations(pairs, 2):\\n        diff = abs((a1 + b1) - (a2 + b2))\\n        max_diff = max(max_diff, diff)\\n\\n    return max_diff\""}""
  }
]","{""code"":""def max_difference(pairs):\n    if not pairs or len(pairs) < 2:\n        return 0\n\n    max_diff = 0\n    for (a1, b1), (a2, b2) in combinations(pairs, 2):\n        diff = abs((a1 + b1) - (a2 + b2))\n        max_diff = max(max_diff, diff)\n\n    return max_diff""}",63,Write a function to find the maximum difference between available pairs in the given tuple list.,gpt-4o-mini
"def sort_tuples_by_second(tuples_list):
    if not isinstance(tuples_list, list):
        raise ValueError(""Input must be a list of tuples."")
    if not all(isinstance(item, tuple) and len(item) >= 2 for item in tuples_list):
        raise ValueError(""All items must be tuples with at least two elements."")
    return sorted(tuples_list, key=lambda x: x[1])","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to sort a list of tuples using the second value of each tuple.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def sort_tuples_by_second(tuples_list):\\n    if not isinstance(tuples_list, list):\\n        raise ValueError(\\\""Input must be a list of tuples.\\\"")\\n    if not all(isinstance(item, tuple) and len(item) >= 2 for item in tuples_list):\\n        raise ValueError(\\\""All items must be tuples with at least two elements.\\\"")\\n    return sorted(tuples_list, key=lambda x: x[1])\""}""
  }
]","{""code"":""def sort_tuples_by_second(tuples_list):\n    if not isinstance(tuples_list, list):\n        raise ValueError(\""Input must be a list of tuples.\"")\n    if not all(isinstance(item, tuple) and len(item) >= 2 for item in tuples_list):\n        raise ValueError(\""All items must be tuples with at least two elements.\"")\n    return sorted(tuples_list, key=lambda x: x[1])""}",64,Write a function to sort a list of tuples using the second value of each tuple.,gpt-4o-mini
"def flatten_and_sum(nested_list):
    def flatten(lst):
        flat_list = []
        for item in lst:
            if isinstance(item, list):
                flat_list.extend(flatten(item))
            else:
                flat_list.append(item)
        return flat_list

    flat_list = flatten(nested_list)
    return sum(flat_list)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to flatten a list and sum all of its elements.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def flatten_and_sum(nested_list):\\n    def flatten(lst):\\n        flat_list = []\\n        for item in lst:\\n            if isinstance(item, list):\\n                flat_list.extend(flatten(item))\\n            else:\\n                flat_list.append(item)\\n        return flat_list\\n\\n    flat_list = flatten(nested_list)\\n    return sum(flat_list)\""}""
  }
]","{""code"":""def flatten_and_sum(nested_list):\n    def flatten(lst):\n        flat_list = []\n        for item in lst:\n            if isinstance(item, list):\n                flat_list.extend(flatten(item))\n            else:\n                flat_list.append(item)\n        return flat_list\n\n    flat_list = flatten(nested_list)\n    return sum(flat_list)""}",65,Write a function to flatten a list and sum all of its elements.,gpt-4o-mini
"def count_positive_numbers(numbers):
    return sum(1 for number in numbers if number > 0)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to count the number of positive numbers in a list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def count_positive_numbers(numbers):\\n    return sum(1 for number in numbers if number > 0)\""}""
  }
]","{""code"":""def count_positive_numbers(numbers):\n    return sum(1 for number in numbers if number > 0)""}",66,Write a python function to count the number of positive numbers in a list.,gpt-4o-mini
"def bell(n):
    bell_triangle = [[0 for _ in range(n + 1)] for _ in range(n + 1)]
    bell_triangle[0][0] = 1
    for i in range(1, n + 1):
        # Explicitly put the first value of each row
        bell_triangle[i][0] = bell_triangle[i - 1][i - 1]

        # Fill the rest of the row
        for j in range(1, i + 1):
            bell_triangle[i][j] = (bell_triangle[i - 1][j - 1] + bell_triangle[i][j - 1])

    return bell_triangle[n][0]


def num_ways_to_partition_bell(n):
    if n < 0:
        return 0
    return bell(n)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the number of ways to partition a set of Bell numbers.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def bell(n):\\n    bell_triangle = [[0 for _ in range(n + 1)] for _ in range(n + 1)]\\n    bell_triangle[0][0] = 1\\n    for i in range(1, n + 1):\\n        # Explicitly put the first value of each row\\n        bell_triangle[i][0] = bell_triangle[i - 1][i - 1]\\n\\n        # Fill the rest of the row\\n        for j in range(1, i + 1):\\n            bell_triangle[i][j] = (bell_triangle[i - 1][j - 1] + bell_triangle[i][j - 1])\\n\\n    return bell_triangle[n][0]\\n\\n\\ndef num_ways_to_partition_bell(n):\\n    if n < 0:\\n        return 0\\n    return bell(n)\""}""
  }
]","{""code"":""def bell(n):\n    bell_triangle = [[0 for _ in range(n + 1)] for _ in range(n + 1)]\n    bell_triangle[0][0] = 1\n    for i in range(1, n + 1):\n        # Explicitly put the first value of each row\n        bell_triangle[i][0] = bell_triangle[i - 1][i - 1]\n\n        # Fill the rest of the row\n        for j in range(1, i + 1):\n            bell_triangle[i][j] = (bell_triangle[i - 1][j - 1] + bell_triangle[i][j - 1])\n\n    return bell_triangle[n][0]\n\n\ndef num_ways_to_partition_bell(n):\n    if n < 0:\n        return 0\n    return bell(n)""}",67,Write a function to find the number of ways to partition a set of Bell numbers.,gpt-4o-mini
"def is_monotonic(arr):
    if not arr:
        return True
    increasing = decreasing = True
    for i in range(1, len(arr)):
        if arr[i] > arr[i - 1]:
            decreasing = False
        elif arr[i] < arr[i - 1]:
            increasing = False
    return increasing or decreasing","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to check whether the given array is monotonic or not.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def is_monotonic(arr):\\n    if not arr:\\n        return True\\n    increasing = decreasing = True\\n    for i in range(1, len(arr)):\\n        if arr[i] > arr[i - 1]:\\n            decreasing = False\\n        elif arr[i] < arr[i - 1]:\\n            increasing = False\\n    return increasing or decreasing\""}""
  }
]","{""code"":""def is_monotonic(arr):\n    if not arr:\n        return True\n    increasing = decreasing = True\n    for i in range(1, len(arr)):\n        if arr[i] > arr[i - 1]:\n            decreasing = False\n        elif arr[i] < arr[i - 1]:\n            increasing = False\n    return increasing or decreasing""}",68,Write a python function to check whether the given array is monotonic or not.,gpt-4o-mini
"def contains_sublist(main_list, sublist):
    if not isinstance(main_list, list) or not isinstance(sublist, list):
        raise ValueError(""Both main_list and sublist must be of type list"")

    if len(sublist) == 0:
        return True
    if len(main_list) < len(sublist):
        return False

    for i in range(len(main_list) - len(sublist) + 1):
        if main_list[i:i + len(sublist)] == sublist:
            return True

    return False","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to check whether a list contains the given sublist or not.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def contains_sublist(main_list, sublist):\\n    if not isinstance(main_list, list) or not isinstance(sublist, list):\\n        raise ValueError(\\\""Both main_list and sublist must be of type list\\\"")\\n\\n    if len(sublist) == 0:\\n        return True\\n    if len(main_list) < len(sublist):\\n        return False\\n\\n    for i in range(len(main_list) - len(sublist) + 1):\\n        if main_list[i:i + len(sublist)] == sublist:\\n            return True\\n\\n    return False\""}""
  }
]","{""code"":""def contains_sublist(main_list, sublist):\n    if not isinstance(main_list, list) or not isinstance(sublist, list):\n        raise ValueError(\""Both main_list and sublist must be of type list\"")\n\n    if len(sublist) == 0:\n        return True\n    if len(main_list) < len(sublist):\n        return False\n\n    for i in range(len(main_list) - len(sublist) + 1):\n        if main_list[i:i + len(sublist)] == sublist:\n            return True\n\n    return False""}",69,Write a function to check whether a list contains the given sublist or not.,gpt-4o-mini
