code,cprompt,crawresp,task_id,text,model
"def have_opposite_signs(a: int, b: int) -> bool:
    return (a < 0) != (b < 0)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to check whether the given two integers have opposite sign or not.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def have_opposite_signs(a: int, b: int) -> bool:\\n    return (a < 0) != (b < 0)\""}""
  }
]","{""code"":""def have_opposite_signs(a: int, b: int) -> bool:\n    return (a < 0) != (b < 0)""}",58,Write a python function to check whether the given two integers have opposite sign or not.,gpt-4o
"def nth_octagonal_number(n: int) -> int:
    if n <= 0:
        raise ValueError(""Input must be a positive integer."")
    return n * (3 * n - 2)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the nth octagonal number.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def nth_octagonal_number(n: int) -> int:\\n    if n <= 0:\\n        raise ValueError(\\\""Input must be a positive integer.\\\"")\\n    return n * (3 * n - 2)\""}""
  }
]","{""code"":""def nth_octagonal_number(n: int) -> int:\n    if n <= 0:\n        raise ValueError(\""Input must be a positive integer.\"")\n    return n * (3 * n - 2)""}",59,Write a function to find the nth octagonal number.,gpt-4o
"def count_substrings_with_digit_sum(s: str) -> int:
    def digit_sum(substr: str) -> int:
        return sum(int(char) for char in substr)

    total_count = 0
    n = len(s)
    
    for i in range(n):
        current_sum = 0
        for j in range(i, n):
            current_sum += int(s[j])
            if current_sum == (j - i + 1):
                total_count += 1
    
    return total_count","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to count the number of substrings with the sum of digits equal to their length.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def count_substrings_with_digit_sum(s: str) -> int:\\n    def digit_sum(substr: str) -> int:\\n        return sum(int(char) for char in substr)\\n\\n    total_count = 0\\n    n = len(s)\\n    \\n    for i in range(n):\\n        current_sum = 0\\n        for j in range(i, n):\\n            current_sum += int(s[j])\\n            if current_sum == (j - i + 1):\\n                total_count += 1\\n    \\n    return total_count\""}""
  }
]","{""code"":""def count_substrings_with_digit_sum(s: str) -> int:\n    def digit_sum(substr: str) -> int:\n        return sum(int(char) for char in substr)\n\n    total_count = 0\n    n = len(s)\n    \n    for i in range(n):\n        current_sum = 0\n        for j in range(i, n):\n            current_sum += int(s[j])\n            if current_sum == (j - i + 1):\n                total_count += 1\n    \n    return total_count""}",61,Write a python function to count the number of substrings with the sum of digits equal to their length.,gpt-4o
"def find_smallest_number(numbers):
    if not numbers:
        raise ValueError(""List must not be empty"")
    smallest = numbers[0]
    for number in numbers[1:]:
        if number < smallest:
            smallest = number
    return smallest","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to find smallest number in a list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def find_smallest_number(numbers):\\n    if not numbers:\\n        raise ValueError(\\\""List must not be empty\\\"")\\n    smallest = numbers[0]\\n    for number in numbers[1:]:\\n        if number < smallest:\\n            smallest = number\\n    return smallest\""}""
  }
]","{""code"":""def find_smallest_number(numbers):\n    if not numbers:\n        raise ValueError(\""List must not be empty\"")\n    smallest = numbers[0]\n    for number in numbers[1:]:\n        if number < smallest:\n            smallest = number\n    return smallest""}",62,Write a python function to find smallest number in a list.,gpt-4o
"def max_difference(pairs_list):
    if not pairs_list:
        return 0
    max_diff = float('-inf')
    for (a, b) in pairs_list:
        diff = abs(a - b)
        if diff > max_diff:
            max_diff = diff
    return max_diff","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the maximum difference between available pairs in the given tuple list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def max_difference(pairs_list):\\n    if not pairs_list:\\n        return 0\\n    max_diff = float('-inf')\\n    for (a, b) in pairs_list:\\n        diff = abs(a - b)\\n        if diff > max_diff:\\n            max_diff = diff\\n    return max_diff\""}""
  }
]","{""code"":""def max_difference(pairs_list):\n    if not pairs_list:\n        return 0\n    max_diff = float('-inf')\n    for (a, b) in pairs_list:\n        diff = abs(a - b)\n        if diff > max_diff:\n            max_diff = diff\n    return max_diff""}",63,Write a function to find the maximum difference between available pairs in the given tuple list.,gpt-4o
"def sort_by_second_value(tuples_list):
    return sorted(tuples_list, key=lambda x: x[1])","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to sort a list of tuples using the second value of each tuple.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def sort_by_second_value(tuples_list):\\n    return sorted(tuples_list, key=lambda x: x[1])\""}""
  }
]","{""code"":""def sort_by_second_value(tuples_list):\n    return sorted(tuples_list, key=lambda x: x[1])""}",64,Write a function to sort a list of tuples using the second value of each tuple.,gpt-4o
"from typing import List, Union

def flatten_and_sum(lst: List[Union[int, List]]) -> int:
    def flatten_list(inner_lst: List[Union[int, List]]) -> List[int]:
        flat_list = []
        for item in inner_lst:
            if isinstance(item, list):
                flat_list.extend(flatten_list(item))
            else:
                flat_list.append(item)
        return flat_list
    
    flat_list = flatten_list(lst)
    return sum(flat_list)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to flatten a list and sum all of its elements.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from typing import List, Union\\n\\ndef flatten_and_sum(lst: List[Union[int, List]]) -> int:\\n    def flatten_list(inner_lst: List[Union[int, List]]) -> List[int]:\\n        flat_list = []\\n        for item in inner_lst:\\n            if isinstance(item, list):\\n                flat_list.extend(flatten_list(item))\\n            else:\\n                flat_list.append(item)\\n        return flat_list\\n    \\n    flat_list = flatten_list(lst)\\n    return sum(flat_list)\""}""
  }
]","{""code"":""from typing import List, Union\n\ndef flatten_and_sum(lst: List[Union[int, List]]) -> int:\n    def flatten_list(inner_lst: List[Union[int, List]]) -> List[int]:\n        flat_list = []\n        for item in inner_lst:\n            if isinstance(item, list):\n                flat_list.extend(flatten_list(item))\n            else:\n                flat_list.append(item)\n        return flat_list\n    \n    flat_list = flatten_list(lst)\n    return sum(flat_list)""}",65,Write a function to flatten a list and sum all of its elements.,gpt-4o
"def count_positive_numbers(numbers_list):
    # Initialize a counter for positive numbers
    positive_count = 0
    
    # Iterate through the list to count positive numbers
    for number in numbers_list:
        if number > 0:
            positive_count += 1
    
    return positive_count","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to count the number of positive numbers in a list.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def count_positive_numbers(numbers_list):\\n    # Initialize a counter for positive numbers\\n    positive_count = 0\\n    \\n    # Iterate through the list to count positive numbers\\n    for number in numbers_list:\\n        if number > 0:\\n            positive_count += 1\\n    \\n    return positive_count\""}""
  }
]","{""code"":""def count_positive_numbers(numbers_list):\n    # Initialize a counter for positive numbers\n    positive_count = 0\n    \n    # Iterate through the list to count positive numbers\n    for number in numbers_list:\n        if number > 0:\n            positive_count += 1\n    \n    return positive_count""}",66,Write a python function to count the number of positive numbers in a list.,gpt-4o
"from functools import lru_cache

def bell_number(n: int) -> int:
    """"""
    Compute the n-th Bell number.
    :param n: Integer representing which Bell number to compute.
    :return: The n-th Bell number.
    """"""
    
    # Create a memoization cache to store previously computed values
    @lru_cache(maxsize=None)
    def bell_triangle(i, j):
        if j == 0:  # Base case
            return 1 if i == 0 else bell_triangle(i - 1, i - 1)
        return bell_triangle(i - 1, j - 1) + bell_triangle(i, j - 1)

    return bell_triangle(n, n)","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a function to find the number of ways to partition a set of Bell numbers.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""from functools import lru_cache\\n\\ndef bell_number(n: int) -> int:\\n    \\\""\\\""\\\""\\n    Compute the n-th Bell number.\\n    :param n: Integer representing which Bell number to compute.\\n    :return: The n-th Bell number.\\n    \\\""\\\""\\\""\\n    \\n    # Create a memoization cache to store previously computed values\\n    @lru_cache(maxsize=None)\\n    def bell_triangle(i, j):\\n        if j == 0:  # Base case\\n            return 1 if i == 0 else bell_triangle(i - 1, i - 1)\\n        return bell_triangle(i - 1, j - 1) + bell_triangle(i, j - 1)\\n\\n    return bell_triangle(n, n)\""}""
  }
]","{""code"":""from functools import lru_cache\n\ndef bell_number(n: int) -> int:\n    \""\""\""\n    Compute the n-th Bell number.\n    :param n: Integer representing which Bell number to compute.\n    :return: The n-th Bell number.\n    \""\""\""\n    \n    # Create a memoization cache to store previously computed values\n    @lru_cache(maxsize=None)\n    def bell_triangle(i, j):\n        if j == 0:  # Base case\n            return 1 if i == 0 else bell_triangle(i - 1, i - 1)\n        return bell_triangle(i - 1, j - 1) + bell_triangle(i, j - 1)\n\n    return bell_triangle(n, n)""}",67,Write a function to find the number of ways to partition a set of Bell numbers.,gpt-4o
"def is_monotonic(arr):
    n = len(arr)
    if n < 2:
        return True
    is_increasing = True
    is_decreasing = True
    for i in range(1, n):
        if arr[i] > arr[i - 1]:
            is_decreasing = False
        elif arr[i] < arr[i - 1]:
            is_increasing = False
        if not (is_increasing or is_decreasing):
            return False
    return True","[
  {
    ""role"": ""user"",
    ""content"": ""\nYou are an expert Python programmer. You need to write a function based on the following specification.\n\nTask description:\nWrite a python function to check whether the given array is monotonic or not.\n\nRequirements:\n1. Write a complete function implementation that satisfies the task description\n2. Write clean, efficient, and well-structured code\n3. Include necessary imports if needed\n4. Ensure the implementation handles edge cases\n5. Include the complete function definition with signature\n6. Do NOT include test cases or example usage\n\nProvide ONLY the code implementation without any explanation, comments, or markdown formatting.\n""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"":\""def is_monotonic(arr):\\n    n = len(arr)\\n    if n < 2:\\n        return True\\n    is_increasing = True\\n    is_decreasing = True\\n    for i in range(1, n):\\n        if arr[i] > arr[i - 1]:\\n            is_decreasing = False\\n        elif arr[i] < arr[i - 1]:\\n            is_increasing = False\\n        if not (is_increasing or is_decreasing):\\n            return False\\n    return True\""}""
  }
]","{""code"":""def is_monotonic(arr):\n    n = len(arr)\n    if n < 2:\n        return True\n    is_increasing = True\n    is_decreasing = True\n    for i in range(1, n):\n        if arr[i] > arr[i - 1]:\n            is_decreasing = False\n        elif arr[i] < arr[i - 1]:\n            is_increasing = False\n        if not (is_increasing or is_decreasing):\n            return False\n    return True""}",68,Write a python function to check whether the given array is monotonic or not.,gpt-4o
