code,cprompt,crawresp,task_id,text,model
"# Python program to check if two integers have opposite sign

def has_opposite_sign(x, y):
    return (x ^ y) < 0
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to check whether the given two integers have opposite sign or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""# Python program to check if two integers have opposite sign\\n\\ndef has_opposite_sign(x, y):\\n    return (x ^ y) < 0\\n\""}""
  }
]","{
  ""code"": ""# Python program to check if two integers have opposite sign\n\ndef has_opposite_sign(x, y):\n    return (x ^ y) < 0\n""
}",58,Write a python function to check whether the given two integers have opposite sign or not.,deepseek-coder:6.7b
"def nth_octagonal(n):
    return n*(5*n-3)//2
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the nth octagonal number.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def nth_octagonal(n):\\n    return n*(5*n-3)//2\\n\""}""
  }
]","{
    ""code"": ""def nth_octagonal(n):\n    return n*(5*n-3)//2\n""
}",59,Write a function to find the nth octagonal number.,deepseek-coder:6.7b
"# Python program to count substrings
from typing import List

def count_substrings(s: str) -> int:
    n = len(s)
    dp = [[0]*n for _ in range(n)]
    ans = 0

    for gap in range(1,n):
        for i in range(n-gap):
            j = i + gap
            if s[i] == s[j]:  # If first and last characters are same
                dp[i][j] = 2 + (dp[i+1][j-1] if i+1<=j-1 else 0)
                ans += dp[i][j]
            else:
                dp[i][j] = max(dp[i+1][j], dp[i][j-1])

    return ans + n  # Adding the count of all single characters
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to count the number of substrings with the sum of digits equal to their length.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""# Python program to count substrings\\nfrom typing import List\\n\\ndef count_substrings(s: str) -> int:\\n    n = len(s)\\n    dp = [[0]*n for _ in range(n)]\\n    ans = 0\\n\\n    for gap in range(1,n):\\n        for i in range(n-gap):\\n            j = i + gap\\n            if s[i] == s[j]:  # If first and last characters are same\\n                dp[i][j] = 2 + (dp[i+1][j-1] if i+1<=j-1 else 0)\\n                ans += dp[i][j]\\n            else:\\n                dp[i][j] = max(dp[i+1][j], dp[i][j-1])\\n\\n    return ans + n  # Adding the count of all single characters\\n\""}""
  }
]","{
  ""code"": ""# Python program to count substrings\nfrom typing import List\n\ndef count_substrings(s: str) -> int:\n    n = len(s)\n    dp = [[0]*n for _ in range(n)]\n    ans = 0\n\n    for gap in range(1,n):\n        for i in range(n-gap):\n            j = i + gap\n            if s[i] == s[j]:  # If first and last characters are same\n                dp[i][j] = 2 + (dp[i+1][j-1] if i+1<=j-1 else 0)\n                ans += dp[i][j]\n            else:\n                dp[i][j] = max(dp[i+1][j], dp[i][j-1])\n\n    return ans + n  # Adding the count of all single characters\n""
}",61,Write a python function to count the number of substrings with the sum of digits equal to their length.,deepseek-coder:6.7b
,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to find smallest number in a list.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""\""}""
  }
]","{
    ""code"": """"
}",62,Write a python function to find smallest number in a list.,deepseek-coder:6.7b
"# Python program to find maximum difference between available pairs in a list of tuples
from typing import List, Tuple
import sys

def max_difference(tuples: List[Tuple[int]]) -> int:
    if not tuples or len(tuples) == 0:
        return 0

    min_ele = sys.maxsize
    max_diff = 0

    for t in tuples:
        if len(t) > 1:
            continue

        num = t[0]
        max_diff = max(max_diff, abs(num - min_ele))
        min_ele = min(min_ele, num)

    return max_diff
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the maximum difference between available pairs in the given tuple list.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""# Python program to find maximum difference between available pairs in a list of tuples\\nfrom typing import List, Tuple\\nimport sys\\n\\ndef max_difference(tuples: List[Tuple[int]]) -> int:\\n    if not tuples or len(tuples) == 0:\\n        return 0\\n\\n    min_ele = sys.maxsize\\n    max_diff = 0\\n\\n    for t in tuples:\\n        if len(t) > 1:\\n            continue\\n\\n        num = t[0]\\n        max_diff = max(max_diff, abs(num - min_ele))\\n        min_ele = min(min_ele, num)\\n\\n    return max_diff\\n\""}""
  }
]","{
    ""code"": ""# Python program to find maximum difference between available pairs in a list of tuples\nfrom typing import List, Tuple\nimport sys\n\ndef max_difference(tuples: List[Tuple[int]]) -> int:\n    if not tuples or len(tuples) == 0:\n        return 0\n\n    min_ele = sys.maxsize\n    max_diff = 0\n\n    for t in tuples:\n        if len(t) > 1:\n            continue\n\n        num = t[0]\n        max_diff = max(max_diff, abs(num - min_ele))\n        min_ele = min(min_ele, num)\n\n    return max_diff\n""
}",63,Write a function to find the maximum difference between available pairs in the given tuple list.,deepseek-coder:6.7b
"# Python program to sort a list of tuples using second item
from operator import itemgetter
def sort_tuple_list(tuples):
    return sorted(tuples, key=itemgetter(1))
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to sort a list of tuples using the second value of each tuple.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""# Python program to sort a list of tuples using second item\\nfrom operator import itemgetter\\ndef sort_tuple_list(tuples):\\n    return sorted(tuples, key=itemgetter(1))\\n\""}""
  }
]","{
""code"": ""# Python program to sort a list of tuples using second item\nfrom operator import itemgetter\ndef sort_tuple_list(tuples):\n    return sorted(tuples, key=itemgetter(1))\n""
}",64,Write a function to sort a list of tuples using the second value of each tuple.,deepseek-coder:6.7b
"# Python program to flatten a list and sum all of its elements
from typing import List
import itertools

def sum_flattened(lst: List[List])
    return sum(itertools.chain(*lst))
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to flatten a list and sum all of its elements.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""# Python program to flatten a list and sum all of its elements\\nfrom typing import List\\nimport itertools\\n\\ndef sum_flattened(lst: List[List])\\n    return sum(itertools.chain(*lst))\\n\""}""
  }
]","{
    ""code"": ""# Python program to flatten a list and sum all of its elements\nfrom typing import List\nimport itertools\n\ndef sum_flattened(lst: List[List])\n    return sum(itertools.chain(*lst))\n""
}",65,Write a function to flatten a list and sum all of its elements.,deepseek-coder:6.7b
"# Python program to count positive numbers in a list

def count_positive_numbers(lst):
    return len([num for num in lst if num > 0])
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to count the number of positive numbers in a list.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""# Python program to count positive numbers in a list\\n\\ndef count_positive_numbers(lst):\\n    return len([num for num in lst if num > 0])\\n\""}""
  }
]","{
    ""code"": ""# Python program to count positive numbers in a list\n\ndef count_positive_numbers(lst):\n    return len([num for num in lst if num > 0])\n""
}",66,Write a python function to count the number of positive numbers in a list.,deepseek-coder:6.7b
"```python
from math import comb

def bell_partitions(n):
    if n < 0:
        return 0
    res = 0
    for i in range(n + 1):
        res += comb(n, i) * ((-1) ** i)
    return abs(res)
```","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the number of ways to partition a set of Bell numbers.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""```python\\nfrom math import comb\\n\\ndef bell_partitions(n):\\n    if n < 0:\\n        return 0\\n    res = 0\\n    for i in range(n + 1):\\n        res += comb(n, i) * ((-1) ** i)\\n    return abs(res)\\n```\""}""
  }
]","{
""code"": ""```python\nfrom math import comb\n\ndef bell_partitions(n):\n    if n < 0:\n        return 0\n    res = 0\n    for i in range(n + 1):\n        res += comb(n, i) * ((-1) ** i)\n    return abs(res)\n```""
}",67,Write a function to find the number of ways to partition a set of Bell numbers.,deepseek-coder:6.7b
"def is_monotonic(arr):
    if len(set(arr)) <= 1:
        return True
    elif all(arr[i] <= arr[i + 1] for i in range(len(arr) - 1))
            or all(arr[i] >= arr[i + 1] for i in range(len(arr) - 1)):
        return True
    else:
        return False","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to check whether the given array is monotonic or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def is_monotonic(arr):\\n    if len(set(arr)) <= 1:\\n        return True\\n    elif all(arr[i] <= arr[i + 1] for i in range(len(arr) - 1))\\n            or all(arr[i] >= arr[i + 1] for i in range(len(arr) - 1)):\\n        return True\\n    else:\\n        return False\""}""
  }
]","{
    ""code"": ""def is_monotonic(arr):\n    if len(set(arr)) <= 1:\n        return True\n    elif all(arr[i] <= arr[i + 1] for i in range(len(arr) - 1))\n            or all(arr[i] >= arr[i + 1] for i in range(len(arr) - 1)):\n        return True\n    else:\n        return False""
}",68,Write a python function to check whether the given array is monotonic or not.,deepseek-coder:6.7b
"# Python program to check if a list contains a sublist
from typing import List

def is_sublist(main_list: List[int], sub_list: List[int]) -> bool:
    return ''.join(map(str, sub_list)) in ''.join(map(str, main_list))
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to check whether a list contains the given sublist or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""# Python program to check if a list contains a sublist\\nfrom typing import List\\n\\ndef is_sublist(main_list: List[int], sub_list: List[int]) -> bool:\\n    return ''.join(map(str, sub_list)) in ''.join(map(str, main_list))\\n\""}""
  }
]","{
    ""code"": ""# Python program to check if a list contains a sublist\nfrom typing import List\n\ndef is_sublist(main_list: List[int], sub_list: List[int]) -> bool:\n    return ''.join(map(str, sub_list)) in ''.join(map(str, main_list))\n""
}",69,Write a function to check whether a list contains the given sublist or not.,deepseek-coder:6.7b
"# Python program to check if all tuples have equal length

def are_tuples_equal(lst):
    len_first = len(lst[0])
    return all(len(x) == len_first for x in lst)
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find whether all the given tuples have equal length or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""# Python program to check if all tuples have equal length\\n\\ndef are_tuples_equal(lst):\\n    len_first = len(lst[0])\\n    return all(len(x) == len_first for x in lst)\\n\""}""
  }
]","{
    ""code"": ""# Python program to check if all tuples have equal length\n\ndef are_tuples_equal(lst):\n    len_first = len(lst[0])\n    return all(len(x) == len_first for x in lst)\n""
}",70,Write a function to find whether all the given tuples have equal length or not.,deepseek-coder:6.7b
"def sort_list(lst):
    return sorted(lst)
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to sort a list of elements.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def sort_list(lst):\\n    return sorted(lst)\\n\""}""
  }
]","{
""code"": ""def sort_list(lst):\n    return sorted(lst)\n""
}",71,Write a function to sort a list of elements.,deepseek-coder:6.7b
,"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to check whether the given number can be represented as the difference of two squares or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""\""}""
  }
]","{
    ""code"": """"
}",72,Write a python function to check whether the given number can be represented as the difference of two squares or not.,deepseek-coder:6.7b
