code,cprompt,crawresp,task_id,text,model
"def have_opposite_sign(a: int, b: int) -> bool:
    return (a < 0 and b > 0) or (a > 0 and b < 0)
}","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to check whether the given two integers have opposite sign or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def have_opposite_sign(a: int, b: int) -> bool:\\n    return (a < 0 and b > 0) or (a > 0 and b < 0)\\n}\""}""
  }
]","{
    ""code"": ""def have_opposite_sign(a: int, b: int) -> bool:\n    return (a < 0 and b > 0) or (a > 0 and b < 0)\n}""
}",58,Write a python function to check whether the given two integers have opposite sign or not.,llama3.1:latest
"def find_nth_octagonal_number(n):
    return n * (3 * n - 1)","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the nth octagonal number.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def find_nth_octagonal_number(n):\\n    return n * (3 * n - 1)\""}""
  }
]","{""code"": ""def find_nth_octagonal_number(n):\n    return n * (3 * n - 1)""}",59,Write a function to find the nth octagonal number.,llama3.1:latest
"def count_substrings(s: str) -> int:
    n = len(s)
    def check(i, j):
        return sum(int(c) for c in s[i:j+1]) == j - i + 1

    res = 0
    for i in range(n):
        for j in range(i, n):
            if check(i, j):
                res += 1
    return res","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to count the number of substrings with the sum of digits equal to their length.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def count_substrings(s: str) -> int:\\n    n = len(s)\\n    def check(i, j):\\n        return sum(int(c) for c in s[i:j+1]) == j - i + 1\\n\\n    res = 0\\n    for i in range(n):\\n        for j in range(i, n):\\n            if check(i, j):\\n                res += 1\\n    return res\""}""
  }
]","{
    ""code"": ""def count_substrings(s: str) -> int:\n    n = len(s)\n    def check(i, j):\n        return sum(int(c) for c in s[i:j+1]) == j - i + 1\n\n    res = 0\n    for i in range(n):\n        for j in range(i, n):\n            if check(i, j):\n                res += 1\n    return res""
}",61,Write a python function to count the number of substrings with the sum of digits equal to their length.,llama3.1:latest
"def find_smallest_number(lst):
    if not lst:
        raise ValueError('List is empty')
    return min(lst)","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to find smallest number in a list.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def find_smallest_number(lst):\\n    if not lst:\\n        raise ValueError('List is empty')\\n    return min(lst)\""}""
  }
]","{""code"": ""def find_smallest_number(lst):\n    if not lst:\n        raise ValueError('List is empty')\n    return min(lst)""}",62,Write a python function to find smallest number in a list.,llama3.1:latest
"def max_difference(tup_list):
    if not tup_list:
        return 0

    min_val = float('inf')
    max_val = float('-inf')

    for tup in tup_list:
        min_val = min(min_val, min(tup))
        max_val = max(max_val, max(tup))

    return max_val - min_val","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the maximum difference between available pairs in the given tuple list.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def max_difference(tup_list):\\n    if not tup_list:\\n        return 0\\n\\n    min_val = float('inf')\\n    max_val = float('-inf')\\n\\n    for tup in tup_list:\\n        min_val = min(min_val, min(tup))\\n        max_val = max(max_val, max(tup))\\n\\n    return max_val - min_val\""}""
  }
]","{
    ""code"": ""def max_difference(tup_list):\n    if not tup_list:\n        return 0\n\n    min_val = float('inf')\n    max_val = float('-inf')\n\n    for tup in tup_list:\n        min_val = min(min_val, min(tup))\n        max_val = max(max_val, max(tup))\n\n    return max_val - min_val""
}",63,Write a function to find the maximum difference between available pairs in the given tuple list.,llama3.1:latest
"def sort_tuples(tuples_list):    return sorted(tuples_list, key=lambda x: x[1])","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to sort a list of tuples using the second value of each tuple.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{ \""code\"": \""def sort_tuples(tuples_list):    return sorted(tuples_list, key=lambda x: x[1])\"" }""
  }
]","{ ""code"": ""def sort_tuples(tuples_list):    return sorted(tuples_list, key=lambda x: x[1])"" }",64,Write a function to sort a list of tuples using the second value of each tuple.,llama3.1:latest
"def flatten_and_sum(lst):
    return sum(i for sublst in lst for i in sublst)","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to flatten a list and sum all of its elements.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def flatten_and_sum(lst):\\n    return sum(i for sublst in lst for i in sublst)\""}""
  }
]","{
    ""code"": ""def flatten_and_sum(lst):\n    return sum(i for sublst in lst for i in sublst)""
}",65,Write a function to flatten a list and sum all of its elements.,llama3.1:latest
"def count_positive_numbers(lst):
    return sum(1 for num in lst if num > 0)
}","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to count the number of positive numbers in a list.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def count_positive_numbers(lst):\\n    return sum(1 for num in lst if num > 0)\\n}\""}""
  }
]","{
    ""code"": ""def count_positive_numbers(lst):\n    return sum(1 for num in lst if num > 0)\n}""
}",66,Write a python function to count the number of positive numbers in a list.,llama3.1:latest
"def bell_number_partition(n: int) -> int:
    if n < 0:
        raise ValueError(""Input must be a non-negative integer"")

    # Initialize Bell numbers
    bell = [0] * (n + 1)
    bell[0] = 1

    for i in range(1, n + 1):
        for j in range(i):
            bell[i] += bell[j] * binomial_coefficient(i - 1, j)

    return bell[n]\ndef binomial_coefficient(n: int, k: int) -> int:
    if k > n or k < 0:
        raise ValueError(""k must be between 0 and n"")

    result = 1
    for i in range(1, k + 1):
        result *= (n - i + 1)
        result //= i

    return result","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find the number of ways to partition a set of Bell numbers.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def bell_number_partition(n: int) -> int:\\n    if n < 0:\\n        raise ValueError(\\\""Input must be a non-negative integer\\\"")\\n\\n    # Initialize Bell numbers\\n    bell = [0] * (n + 1)\\n    bell[0] = 1\\n\\n    for i in range(1, n + 1):\\n        for j in range(i):\\n            bell[i] += bell[j] * binomial_coefficient(i - 1, j)\\n\\n    return bell[n]\\\\ndef binomial_coefficient(n: int, k: int) -> int:\\n    if k > n or k < 0:\\n        raise ValueError(\\\""k must be between 0 and n\\\"")\\n\\n    result = 1\\n    for i in range(1, k + 1):\\n        result *= (n - i + 1)\\n        result //= i\\n\\n    return result\""}""
  }
]","{""code"": ""def bell_number_partition(n: int) -> int:\n    if n < 0:\n        raise ValueError(\""Input must be a non-negative integer\"")\n\n    # Initialize Bell numbers\n    bell = [0] * (n + 1)\n    bell[0] = 1\n\n    for i in range(1, n + 1):\n        for j in range(i):\n            bell[i] += bell[j] * binomial_coefficient(i - 1, j)\n\n    return bell[n]\\ndef binomial_coefficient(n: int, k: int) -> int:\n    if k > n or k < 0:\n        raise ValueError(\""k must be between 0 and n\"")\n\n    result = 1\n    for i in range(1, k + 1):\n        result *= (n - i + 1)\n        result //= i\n\n    return result""}",67,Write a function to find the number of ways to partition a set of Bell numbers.,llama3.1:latest
"def is_monotonic(arr):
    return arr == sorted(arr) or arr == sorted(arr, reverse=True)
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to check whether the given array is monotonic or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def is_monotonic(arr):\\n    return arr == sorted(arr) or arr == sorted(arr, reverse=True)\\n\""}""
  }
]","{""code"": ""def is_monotonic(arr):\n    return arr == sorted(arr) or arr == sorted(arr, reverse=True)\n""}",68,Write a python function to check whether the given array is monotonic or not.,llama3.1:latest
"def check_sublist(lst, sublst):
    return sublst in [sub for sub in (lst[i:] for i in range(len(lst) + 1))]","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to check whether a list contains the given sublist or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def check_sublist(lst, sublst):\\n    return sublst in [sub for sub in (lst[i:] for i in range(len(lst) + 1))]\""}""
  }
]","{
    ""code"": ""def check_sublist(lst, sublst):\n    return sublst in [sub for sub in (lst[i:] for i in range(len(lst) + 1))]""
}",69,Write a function to check whether a list contains the given sublist or not.,llama3.1:latest
"def all_tuples_equal_length(tuples_list):
    return len(set(map(len, tuples_list))) == 1
","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to find whether all the given tuples have equal length or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def all_tuples_equal_length(tuples_list):\\n    return len(set(map(len, tuples_list))) == 1\\n\""}""
  }
]","{""code"": ""def all_tuples_equal_length(tuples_list):\n    return len(set(map(len, tuples_list))) == 1\n""}",70,Write a function to find whether all the given tuples have equal length or not.,llama3.1:latest
"def sort_list(input_list): 
    return sorted(input_list)","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to sort a list of elements.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{ \""code\"": \""def sort_list(input_list): \\n    return sorted(input_list)\"" }""
  }
]","{ ""code"": ""def sort_list(input_list): \n    return sorted(input_list)"" }",71,Write a function to sort a list of elements.,llama3.1:latest
"def is_difference_of_squares(n: int) -> bool:
    if n < 0:
        return False
    for i in range(1, int(n ** 0.5) + 1):
        if (i * i - n) % (2 * i) == 0:
            return True
    return False","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a python function to check whether the given number can be represented as the difference of two squares or not.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{\""code\"": \""def is_difference_of_squares(n: int) -> bool:\\n    if n < 0:\\n        return False\\n    for i in range(1, int(n ** 0.5) + 1):\\n        if (i * i - n) % (2 * i) == 0:\\n            return True\\n    return False\""}""
  }
]","{""code"": ""def is_difference_of_squares(n: int) -> bool:\n    if n < 0:\n        return False\n    for i in range(1, int(n ** 0.5) + 1):\n        if (i * i - n) % (2 * i) == 0:\n            return True\n    return False""}",72,Write a python function to check whether the given number can be represented as the difference of two squares or not.,llama3.1:latest
"def is_valid_pattern(patterns, sequence): 
    return patterns == [str(x) for x in sequence]","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert Python programmer. You need to write a function based on the following specification.Task description:Write a function to check whether it follows the sequence given in the patterns array.Requirements:1. Write a complete function implementation that satisfies the task description2. Write clean, efficient, and well-structured code3. Include necessary imports if needed4. Ensure the implementation handles edge cases5. Include the complete function definition with signature6. Do NOT include test cases or example usageProvide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{    \""code\"": \""def is_valid_pattern(patterns, sequence): \\n    return patterns == [str(x) for x in sequence]\""}""
  }
]","{
    ""code"": ""def is_valid_pattern(patterns, sequence): \n    return patterns == [str(x) for x in sequence]""
}",74,Write a function to check whether it follows the sequence given in the patterns array.,llama3.1:latest
