code,cprompt,crawresp,db_id,question,model
"SELECT s.country, COUNT(s.singer_id) FROM singer AS s GROUP BY s.country","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: stadium  - stadium_id (number)  - location (text)  - name (text)  - capacity (number)  - highest (number)  - lowest (number)  - average (number)Table: singer  - singer_id (number)  - name (text)  - country (text)  - song_name (text)  - song_release_year (text)  - age (number)  - is_male (others)Table: concert  - concert_id (number)  - concert_name (text)  - theme (text)  - stadium_id (text)  - year (text)Table: singer in concert  - concert_id (number)  - singer_id (text)Foreign Keys:  - stadium.stadium_id -> concert.stadium_id  - singer.singer_id -> singer in concert.singer_id  - concert.concert_id -> singer in concert.concert_idCreate a SQL statement in response that replies to the following question:Show all countries and the number of singers in each country.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT s.country, COUNT(s.singer_id) FROM singer AS s GROUP BY s.country\""}""
  }
]","{
  ""code"": ""SELECT s.country, COUNT(s.singer_id) FROM singer AS s GROUP BY s.country""
}",concert_singer,Show all countries and the number of singers in each country.,llama3.1:latest
"SELECT country, COUNT(*) as singer_count FROM singer GROUP BY country","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: stadium  - stadium_id (number)  - location (text)  - name (text)  - capacity (number)  - highest (number)  - lowest (number)  - average (number)Table: singer  - singer_id (number)  - name (text)  - country (text)  - song_name (text)  - song_release_year (text)  - age (number)  - is_male (others)Table: concert  - concert_id (number)  - concert_name (text)  - theme (text)  - stadium_id (text)  - year (text)Table: singer in concert  - concert_id (number)  - singer_id (text)Foreign Keys:  - stadium.stadium_id -> concert.stadium_id  - singer.singer_id -> singer in concert.singer_id  - concert.concert_id -> singer in concert.concert_idCreate a SQL statement in response that replies to the following question:How many singers are from each country?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT country, COUNT(*) as singer_count FROM singer GROUP BY country\""}""
  }
]","{
  ""code"": ""SELECT country, COUNT(*) as singer_count FROM singer GROUP BY country""
}",concert_singer,How many singers are from each country?,llama3.1:latest
SELECT s.song_name FROM singer AS s JOIN `singer in concert` AS sic ON s.singer_id = sic.singer_id WHERE s.age > ( SELECT AVG(age) FROM singer ),"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: stadium  - stadium_id (number)  - location (text)  - name (text)  - capacity (number)  - highest (number)  - lowest (number)  - average (number)Table: singer  - singer_id (number)  - name (text)  - country (text)  - song_name (text)  - song_release_year (text)  - age (number)  - is_male (others)Table: concert  - concert_id (number)  - concert_name (text)  - theme (text)  - stadium_id (text)  - year (text)Table: singer in concert  - concert_id (number)  - singer_id (text)Foreign Keys:  - stadium.stadium_id -> concert.stadium_id  - singer.singer_id -> singer in concert.singer_id  - concert.concert_id -> singer in concert.concert_idCreate a SQL statement in response that replies to the following question:List all song names by singers above the average age.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT s.song_name FROM singer AS s JOIN `singer in concert` AS sic ON s.singer_id = sic.singer_id WHERE s.age > ( SELECT AVG(age) FROM singer )\""}""
  }
]","{
  ""code"": ""SELECT s.song_name FROM singer AS s JOIN `singer in concert` AS sic ON s.singer_id = sic.singer_id WHERE s.age > ( SELECT AVG(age) FROM singer )""
}",concert_singer,List all song names by singers above the average age.,llama3.1:latest
SELECT s.song_name FROM singer AS s JOIN `singer in concert` AS sic ON s.singer_id = sic.singer_id WHERE s.age > ( SELECT AVG(age) FROM singer ),"[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: stadium  - stadium_id (number)  - location (text)  - name (text)  - capacity (number)  - highest (number)  - lowest (number)  - average (number)Table: singer  - singer_id (number)  - name (text)  - country (text)  - song_name (text)  - song_release_year (text)  - age (number)  - is_male (others)Table: concert  - concert_id (number)  - concert_name (text)  - theme (text)  - stadium_id (text)  - year (text)Table: singer in concert  - concert_id (number)  - singer_id (text)Foreign Keys:  - stadium.stadium_id -> concert.stadium_id  - singer.singer_id -> singer in concert.singer_id  - concert.concert_id -> singer in concert.concert_idCreate a SQL statement in response that replies to the following question:What are all the song names by singers who are older than average?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT s.song_name FROM singer AS s JOIN `singer in concert` AS sic ON s.singer_id = sic.singer_id WHERE s.age > ( SELECT AVG(age) FROM singer )\""}""
  }
]","{
  ""code"": ""SELECT s.song_name FROM singer AS s JOIN `singer in concert` AS sic ON s.singer_id = sic.singer_id WHERE s.age > ( SELECT AVG(age) FROM singer )""
}",concert_singer,What are all the song names by singers who are older than average?,llama3.1:latest
"SELECT location, name FROM stadium WHERE capacity BETWEEN 5000 AND 10000","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: stadium  - stadium_id (number)  - location (text)  - name (text)  - capacity (number)  - highest (number)  - lowest (number)  - average (number)Table: singer  - singer_id (number)  - name (text)  - country (text)  - song_name (text)  - song_release_year (text)  - age (number)  - is_male (others)Table: concert  - concert_id (number)  - concert_name (text)  - theme (text)  - stadium_id (text)  - year (text)Table: singer in concert  - concert_id (number)  - singer_id (text)Foreign Keys:  - stadium.stadium_id -> concert.stadium_id  - singer.singer_id -> singer in concert.singer_id  - concert.concert_id -> singer in concert.concert_idCreate a SQL statement in response that replies to the following question:Show location and name for all stadiums with a capacity between 5000 and 10000.Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT location, name FROM stadium WHERE capacity BETWEEN 5000 AND 10000\""}""
  }
]","{
  ""code"": ""SELECT location, name FROM stadium WHERE capacity BETWEEN 5000 AND 10000""
}",concert_singer,Show location and name for all stadiums with a capacity between 5000 and 10000.,llama3.1:latest
"SELECT location, name FROM stadium WHERE capacity BETWEEN 5000 AND 10000","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: stadium  - stadium_id (number)  - location (text)  - name (text)  - capacity (number)  - highest (number)  - lowest (number)  - average (number)Table: singer  - singer_id (number)  - name (text)  - country (text)  - song_name (text)  - song_release_year (text)  - age (number)  - is_male (others)Table: concert  - concert_id (number)  - concert_name (text)  - theme (text)  - stadium_id (text)  - year (text)Table: singer in concert  - concert_id (number)  - singer_id (text)Foreign Keys:  - stadium.stadium_id -> concert.stadium_id  - singer.singer_id -> singer in concert.singer_id  - concert.concert_id -> singer in concert.concert_idCreate a SQL statement in response that replies to the following question:What are the locations and names of all stations with capacity between 5000 and 10000?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT location, name FROM stadium WHERE capacity BETWEEN 5000 AND 10000\""}""
  }
]","{
  ""code"": ""SELECT location, name FROM stadium WHERE capacity BETWEEN 5000 AND 10000""
}",concert_singer,What are the locations and names of all stations with capacity between 5000 and 10000?,llama3.1:latest
"SELECT MAX(capacity), AVG(average) FROM stadium","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: stadium  - stadium_id (number)  - location (text)  - name (text)  - capacity (number)  - highest (number)  - lowest (number)  - average (number)Table: singer  - singer_id (number)  - name (text)  - country (text)  - song_name (text)  - song_release_year (text)  - age (number)  - is_male (others)Table: concert  - concert_id (number)  - concert_name (text)  - theme (text)  - stadium_id (text)  - year (text)Table: singer in concert  - concert_id (number)  - singer_id (text)Foreign Keys:  - stadium.stadium_id -> concert.stadium_id  - singer.singer_id -> singer in concert.singer_id  - concert.concert_id -> singer in concert.concert_idCreate a SQL statement in response that replies to the following question:What is the maximum capacity and the average of all stadiums ?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT MAX(capacity), AVG(average) FROM stadium\""}""
  }
]","{
  ""code"": ""SELECT MAX(capacity), AVG(average) FROM stadium""
}",concert_singer,What is the maximum capacity and the average of all stadiums ?,llama3.1:latest
"SELECT AVG(capacity) AS average_capacity, MAX(capacity) AS max_capacity FROM stadium","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: stadium  - stadium_id (number)  - location (text)  - name (text)  - capacity (number)  - highest (number)  - lowest (number)  - average (number)Table: singer  - singer_id (number)  - name (text)  - country (text)  - song_name (text)  - song_release_year (text)  - age (number)  - is_male (others)Table: concert  - concert_id (number)  - concert_name (text)  - theme (text)  - stadium_id (text)  - year (text)Table: singer in concert  - concert_id (number)  - singer_id (text)Foreign Keys:  - stadium.stadium_id -> concert.stadium_id  - singer.singer_id -> singer in concert.singer_id  - concert.concert_id -> singer in concert.concert_idCreate a SQL statement in response that replies to the following question:What is the average and maximum capacities for all stadiums ?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT AVG(capacity) AS average_capacity, MAX(capacity) AS max_capacity FROM stadium\""}""
  }
]","{
  ""code"": ""SELECT AVG(capacity) AS average_capacity, MAX(capacity) AS max_capacity FROM stadium""
}",concert_singer,What is the average and maximum capacities for all stadiums ?,llama3.1:latest
"SELECT name, capacity FROM stadium ORDER BY average DESC LIMIT 1","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: stadium  - stadium_id (number)  - location (text)  - name (text)  - capacity (number)  - highest (number)  - lowest (number)  - average (number)Table: singer  - singer_id (number)  - name (text)  - country (text)  - song_name (text)  - song_release_year (text)  - age (number)  - is_male (others)Table: concert  - concert_id (number)  - concert_name (text)  - theme (text)  - stadium_id (text)  - year (text)Table: singer in concert  - concert_id (number)  - singer_id (text)Foreign Keys:  - stadium.stadium_id -> concert.stadium_id  - singer.singer_id -> singer in concert.singer_id  - concert.concert_id -> singer in concert.concert_idCreate a SQL statement in response that replies to the following question:What is the name and capacity for the stadium with highest average attendance?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT name, capacity FROM stadium ORDER BY average DESC LIMIT 1\""}""
  }
]","{
  ""code"": ""SELECT name, capacity FROM stadium ORDER BY average DESC LIMIT 1""
}",concert_singer,What is the name and capacity for the stadium with highest average attendance?,llama3.1:latest
"SELECT name, capacity FROM stadium ORDER BY average DESC LIMIT 1","[
  {
    ""role"": ""user"",
    ""content"": ""You are an expert in SQL. Based on the following database:Table: stadium  - stadium_id (number)  - location (text)  - name (text)  - capacity (number)  - highest (number)  - lowest (number)  - average (number)Table: singer  - singer_id (number)  - name (text)  - country (text)  - song_name (text)  - song_release_year (text)  - age (number)  - is_male (others)Table: concert  - concert_id (number)  - concert_name (text)  - theme (text)  - stadium_id (text)  - year (text)Table: singer in concert  - concert_id (number)  - singer_id (text)Foreign Keys:  - stadium.stadium_id -> concert.stadium_id  - singer.singer_id -> singer in concert.singer_id  - concert.concert_id -> singer in concert.concert_idCreate a SQL statement in response that replies to the following question:What is the name and capacity for the stadium with the highest average attendance?Requirements:1. Write MYSQL compatible statements.2. Write a complete SQL select statement that shows the content from the dataset that satisfy the question.3. Write clean, efficient, and well-structured code.4. Do NOT include test cases or example usage.Provide ONLY the code implementation without any explanation, comments, or markdown formatting.""
  },
  {
    ""role"": ""assistant"",
    ""content"": ""{  \""code\"": \""SELECT name, capacity FROM stadium ORDER BY average DESC LIMIT 1\""}""
  }
]","{
  ""code"": ""SELECT name, capacity FROM stadium ORDER BY average DESC LIMIT 1""
}",concert_singer,What is the name and capacity for the stadium with the highest average attendance?,llama3.1:latest
